No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
25;oppo;Oppo Find X9 Pro;https://www.gsmarena.com/oppo_find_x9_pro-14094.php;N/A;N/A;"80W wired, PD 55W, PPS, UFCS
50W wireless 
10W reverse wireless";Si/C Li-Ion 7550 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame;-;Nano-SIM + eSIMNano-SIM + Nano-SIM;-;6.0, A2DP, LE, aptX HD, LHDC 5;Yes;Yes;GPS (L1+L5), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), GLONASS, NavIC (L5);No;USB Type-C 3.2, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band or tri-band, Wi-Fi Direct;Ultra HDR image support;Corning Gorilla Glass (unspecified version);1264 x 2780 pixels (~450 ppi density);6.78 inches, 111.7 cm2;LTPO AMOLED, 1B colors, 120Hz, 2160Hz PWM, Dolby Vision, HDR10+;N/A;N/A;N/A;N/A;"Satellite connectivity support (1TB 16GB RAM model only)
Circle to Search";Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass;Not announced yet;Rumored;N/A;Laser AF, color spectrum sensor, Hasselblad Color Calibration, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.6, 23mm (wide), 1/1.28"", 1.22µm, multi-directional PDAF, OIS
200 MP, f/2.2, (periscope telephoto), 1/1.56"", 0.5µm, optical zoom, multi-directional PDAF, OIS
50 MP, f/2.0, 15mm, 120˚ (ultrawide), 1/2.76"", 0.64µm, multi-directional PDAF";"4K@30/60fps, 1080p@30/60/240fps; gyro-EIS; HDR, 10‑bit video, Dolby Vision";UFS 4.0;No;256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;"Black; other colors";N/A;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Mediatek Dimensity 9500 (3 nm);N/A;Android 16, up to 5 major Android upgrades, ColorOS 16;Panorama;"32 MP, f/2.4, 21mm (wide), 1/2.74"", 0.8µm";4K@30/60fps, 1080p@30/60fps, gyro-EIS;N/A;No;Yes, with stereo speakers
26;oppo;Oppo Reno13 F;https://www.gsmarena.com/oppo_reno13_f-13607.php;N/A;N/A;"45W wired, PD, QC, PPS, 44% in 30 min
Reverse wired";5800 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)";N/A;162.2 x 75.1 x 7.8 mm (6.39 x 2.96 x 0.31 in);Nano-SIM + Nano-SIM;192 g (6.77 oz);5.1, A2DP, LE, aptX HD;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Asahi Glass AGC DT-Star2, Mohs level 4;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~88.2% screen-to-body ratio);AMOLED, 120Hz, 600 nits (typ), 1200 nits (HMB), 2100 nits (peak);60:45h endurance, 1600 cycles;Class B;Class B (240 falls);Class B;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity;2025, January 04;Available. Released 2025, January 11;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 3.1;microSDXC;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Graphite Grey, Plume Purple, Luminous Blue;CPH2699;$ 390.00 / £ 299.00;N/A;1, 3, 5, 8, 40 SA/NSA - version 4;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - version 1, 2, 3;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 66 - version 1;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA - version 1, 2;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55);Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);Adreno 710;Android 15, ColorOS 15;Panorama;"32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm";1080p@30fps;N/A;No;Yes, with stereo speakers
27;oppo;Oppo F31 Pro;https://www.gsmarena.com/oppo_f31_pro_5g-14149.php;N/A;N/A;"80W wired, 33W PPS, 13.5W PD, 13.5W QC, UFCS, 37% in 20 min
10W reverse wired";Si/C Li-Ion 7000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;158.2 x 75 x 8 mm (6.23 x 2.95 x 0.31 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.4, A2DP, LE, aptX HD;Yes;No;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;DT-Star D+;1080 x 2372 pixels (~397 ppi density);6.57 inches, 105.0 cm2 (~88.5% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 600 nits (typ), 1400 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, September 16;Available. Released 2025, September 16;"50 MP, f/1.8, (wide), PDAF, OIS
2 MP, f/2.4, (depth)";Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Space Grey, Desert Gold;CPH2763;About 260 EUR;1.13 W/kg (head)     0.84 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;1, 3, 5, 8, 19, 28, 38, 40, 41, 42, 48;1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 (4 nm);Mali-G615 MC2;Android 15, ColorOS 15;Panorama;32 MP, f/2.4, (wide);4K@30fps, 1080p@30/60fps, gyro-EIS;N/A;No;Yes, with stereo speakers
28;oppo;Oppo Reno13;https://www.gsmarena.com/oppo_reno13-13515.php;N/A;N/A;"80W wired, PD, UFCS 33W, PPS 33W
Reverse wired";5600 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)";Glass front (Gorilla Glass 7i), aluminum alloy frame, glass back;157.9 x 74.7 x 7.2 mm (6.22 x 2.94 x 0.28 in);Nano-SIM + Nano-SIM + eSIM (max 2 at a time)Nano-SIM + Nano-SIM;181 g (6.38 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Corning Gorilla Glass 7i, Mohs level 4;1256 x 2760 pixels (~460 ppi density);6.59 inches, 105.6 cm2 (~89.6% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 3840Hz PWM, HDR10+, 1200 nits (peak);64:19h endurance, 1600 cycles;Class A;Class C (120 falls);Class B;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, November 25;Available. Released 2024, November 29;N/A;Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, multi-directional, PDAF, OIS
8 MP, f/2.2, 15mm, 115˚ (ultrawide), 1/4.0"", 1.12µm, AF
2 MP, f/2.4, (depth)";4K@30/60fps, 1080p@30/60/120fps, gyro-EIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Plume White, Luminous Blue, Black, Purple, Blue;CPH2689, PKM110;$ 470.00 / € 399.00 / £ 386.00 / ₹ 26,999;N/A;1, 3, 5, 8, 40 SA/NSA - Version 2;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / CDMA / HSPA / LTE / 5G;N/A;Active use score 16:50h;N/A;N/A;1204 nits max brightness (measured);-24.7 LUFS (Very good);"AnTuTu: 1378614 (v10)
GeekBench: 4208 (v6)
3DMark: 2868 (Wild Life Extreme)";Octa-core (1x3.35 GHz Cortex-A715 & 3x3.20 GHz Cortex-A715 & 4x2.20 GHz Cortex-A510);Mediatek Dimensity 8350 (4 nm);Mali G615-MC6;Android 15, ColorOS 15;Panorama, HDR;"50 MP, f/2.0, 21mm (wide), 1/2.75"", AF";4K@30/60fps, 1080p@30/60fps, gyro-EIS;N/A;No;Yes, with stereo speakers
29;oppo;Oppo A12;https://www.gsmarena.com/oppo_a12-10171.php;N/A;N/A;N/A;Li-Po 4230 mAh;N/A;Glass front, plastic back, plastic frame;155.9 x 75.5 x 8.3 mm (6.14 x 2.97 x 0.33 in);Nano-SIM + Nano-SIM;165 g (5.82 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;720 x 1520 pixels, 19:9 ratio (~270 ppi density);6.22 inches, 96.6 cm2 (~82.0% screen-to-body ratio);IPS LCD, 450 nits (typ);N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;2020, April 20;Available. Released 2020, April 20;"13 MP, f/2.2, (wide), 1/3.1"", 1.12µm, PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC;32GB 3GB RAM, 64GB 4GB RAM;Blue, Black;CPH2083, CPH2077;About 560 EUR;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);Mediatek MT6765 Helio P35 (12 nm);PowerVR GE8320;Android 9.0 (Pie), ColorOS 6.1;HDR;"5 MP, f/2.0, 1/5.0"", 1.12µm";;N/A;Yes;Yes
30;oppo;Oppo Reno8;https://www.gsmarena.com/oppo_reno8-11684.php;N/A;N/A;"80W wired, 50% in 11 min, 100% in 28 min
Reverse wired";Li-Po 4500 mAh;N/A;Glass front (Gorilla Glass 5), plastic back, plastic frame;160.6 x 73.4 x 7.7 mm (6.32 x 2.89 x 0.30 in);Nano-SIM + Nano-SIM;179 g (6.31 oz);5.3, A2DP, LE, aptX HD;N/A;Yes;GPS, GLONASS, BDS, GALILEO, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~411 ppi density);6.4 inches, 98.9 cm2 (~83.9% screen-to-body ratio);AMOLED, 90Hz, 430 nits (typ), 600 nits (HBM), 800 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2022, July 18;Available. Released 2022, July 25;N/A;Dual-LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 23mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60/120fps, gyro-EIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Shimmer Gold, Shimmer Black;CPH2359;$ 509.00 / € 199.05 / £ 279.99;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 105h;Photo / Video;633 nits max brightness (measured);-28.7 LUFS (Average);"AnTuTu: 619610a (v9)
GeekBench: 2694 (v5.1)
GFXBench: 42fps (ES 3.1 onscreen)";Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 1300 (6 nm);Mali-G77 MC9;Android 12, upgradable to Android 14, ColorOS 14;Panorama, HDR;"32 MP, f/2.4, 23mm (wide), 1/2.74"", 0.8µm";1080p@30fps, gyro-EIS;N/A;No;Yes
31;oppo;Oppo F31 Pro+;https://www.gsmarena.com/oppo_f31_pro+_5g-14148.php;N/A;N/A;"80W wired, 13.5W PD, 44W UFCS, 33W PPS, 42% in 20 min
10W reverse wired";Si/C Li-Ion 7000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;163.1 x 77.6 x 7.7 mm or 7.9 mm;Nano-SIM + Nano-SIM;195 or 204 g (6.88 oz);5.2, A2DP, LE, aptX HD;Yes;No;GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5), GLONASS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;AGC DT-Star D+;1280 x 2800 pixels, 19.5:9 ratio (~453 ppi density);6.8 inches, 112.8 cm2 (~89.1% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 1600 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, September 16;Available. Released 2025, September 16;"50 MP, f/1.8, (wide), PDAF, OIS
2 MP, f/2.4, (depth)";Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 3.1;No;256GB 8GB RAM, 256GB 12GB RAM;Festival Pink, Himalayan White, Gemstone Blue;CPH2757;About 320 EUR;1.16 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;1, 3, 5, 8, 19, 28, 38, 40, 41, 42, 48;1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510);Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm);Adreno 720;Android 15, ColorOS 15;Panorama;32 MP, f/2.4, (wide);1080p@30fps, gyro-EIS;N/A;No;Yes, with stereo speakers
32;oppo;Oppo A5;https://www.gsmarena.com/oppo_a5_5g-13872.php;N/A;N/A;45W wired, 33W PPS, 13.5W PD, 50% in 37 min;6000 mAh;"IP65 dust tight and water resistant (low pressure water jets)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76.2 x 8 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;194 g (6.84 oz);5.4, A2DP, LE, aptX HD;N/A;Yes, (market/region dependent);GPS, GALILEO, GLONASS, BDS, QZSS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 7i, Mohs level 4;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, 1000 nits (HBM);85:05h endurance, 1600 cycles;Class A;Class A (270 falls);Class B;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, May 15;Available. Released 2025, May 15;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (wide)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps (6/8GB RAM models only);UFS 2.2;microSDXC;128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Aurora Green, Mist White;CPH2735, PKW120;$ 409.00 / € 119.00 / £ 139.99 / ₹ 15,498;N/A;1, 5, 8, 28, 41, 77, 78 - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - version 1;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 66, 71, 77, 78 SA/NSA - version 1;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, ColorOS 15;Panorama;8 MP, f/2.0, (wide);1080p@30fps;N/A;Yes;Yes
33;oppo;Oppo F11;https://www.gsmarena.com/oppo_f11-9617.php;N/A;N/A;20W wired;Li-Po 4020 mAh, non-removable;N/A;Glass front, plastic back, plastic frame;162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in);Nano-SIM + Nano-SIM;188 g (6.63 oz);4.2, A2DP, LE;N/A;No;GPS, GLONASS, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density);6.53 inches, 105.2 cm2 (~85.3% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, proximity, compass;2019, March. Released 2019, May;Discontinued;"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
5 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Flourite Purple, Marble Green, Jewelry White;CPH1913, CPH1911;About 250 EUR;N/A;1, 3, 5, 8, 38, 40, 41 - V3;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - V1;N/A;HSPA 42.2/5.76 Mbps, LTE (2CA) Cat7 300/50 Mbps;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mediatek MT6771 Helio P70 (12 nm);Mali-G72 MP3;Android 9.0 (Pie), ColorOS 6;HDR;"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";1080p@30fps;N/A;Yes;Yes
34;oppo;Oppo Find X7 Ultra;https://www.gsmarena.com/oppo_find_x7_ultra-12752.php;N/A;N/A;"100W wired, PD, 50% in 10 min, 100% in 26 min
50W wireless
10W reverse wireless";5000 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass Victus 2), glass back (Gorilla Glass) or eco leather back, aluminum frame;164.3 x 76.2 x 9.5 mm (6.47 x 3.00 x 0.37 in);Nano-SIM + Nano-SIM;221 g (7.80 oz);5.4, A2DP, LE, aptX HD, LHDC;Yes;Yes;GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), GLONASS;No;USB Type-C 3.2, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass Victus 2;1440 x 3168 pixels (~510 ppi density);6.82 inches, 113.0 cm2 (~90.3% screen-to-body ratio);LTPO AMOLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 1600 nits (typ), 2600 nits (HBM), 4500 nits (peak);N/A;N/A;N/A;N/A;Emergency SOS via satellite (messages and calls) - available in Oppo Find X7 Ultra Satellite version (PHY120);Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, January 08;Available. Released 2024, January 12;N/A;Laser AF, color spectrum sensor, Hasselblad Color Calibration, LED flash, HDR, panorama;"50 MP, f/1.8, 23mm (wide), 1.0""-type, 1.6µm, dual pixel PDAF, OIS
50 MP, f/2.6, 65mm (periscope telephoto), 1/1.56"", 1.0µm, 2.8x optical zoom, multi-directional PDAF (25cm - ∞), OIS
50 MP, f/4.3, 135mm (periscope telephoto), 1/2.51"", 0.7µm, 6x optical zoom, dual pixel PDAF (35cm - ∞), OIS
50 MP, f/2.0, 14mm, 123˚ (ultrawide), 1/1.95"", 1.0µm, PDAF";N/A;N/A;"4K@30/60fps, 1080p@30/60/240fps; gyro-EIS; HDR, 10‑bit video, Dolby Vision";UFS 4.0;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM;Black, Dark Blue, Light Brown;PHY110, PHY120;$ 543.94;N/A;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78, 79 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;N/A;Active use score 12:47h;N/A;N/A;1165 nits max brightness (measured);-25.0 LUFS (Very good);"AnTuTu: 1994239 (v10)
GeekBench: 6472 (v6)
3DMark: 4869 (Wild Life Extreme)";Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520);Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);Adreno 750;Android 14, up to 4 major Android upgrades, ColorOS 14;Panorama;"32 MP, f/2.4, 21mm (wide), 1/2.74"", 0.8µm, PDAF";4K@30/60fps, 1080p@30fps, gyro-EIS;N/A;No;Yes, with stereo speakers
35;oppo;Oppo F29 Pro;https://www.gsmarena.com/oppo_f29_pro-13720.php;N/A;N/A;80W wired, PD, 45% in 20 min;Si/C Li-Ion 6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front (Gorilla Glass Victus 2), fiber fabric back;161.5 x 74.9 x 7.6 mm (6.36 x 2.95 x 0.30 in);Nano-SIM + Nano-SIM;180 g (6.35 oz);5.4, A2DP, LE, aptX HD;Yes;No;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Corning Gorilla Glass Victus 2;1080 x 2412 pixels, 20:9 ratio (~394 ppi density);6.7 inches, 108.0 cm2 (~89.3% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 600 nits (typ), 1200 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, March 20;Available. Released 2025, April 01;"50 MP, f/1.8, 27mm (wide), 1/2.88"", PDAF, OIS
2 MP, f/2.4, (depth)";Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS, OIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Marble White, Granite Black;CPH2705;₹ 23,999;1.00 W/kg (head)     0.77 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 Energy (4 nm);Mali-G615 MC2;Android 15, ColorOS 15;N/A;16 MP, f/2.4, (wide);1080p@30fps, gyro-EIS;N/A;No;Yes, with stereo speakers
