No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
25;Motorola;Motorola Edge 60 Pro;https://www.gsmarena.com/motorola_edge_60_pro-13815.php;N/A;N/A;"90W wired, PD3.0
15W wireless
5W reverse wired";Si/C Li-Ion 6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front (Gorilla Glass 7i), plastic frame, silicone polymer (eco leather) back;160.7 x 73.1 x 8.2 mm (6.33 x 2.88 x 0.32 in);Nano-SIMNano-SIM + eSIMNano-SIM + Nano-SIM;186 g (6.56 oz);Yes;Yes;GPS, GLONASS, GALILEO, BDS, NavIC;No;USB Type-C, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band;N/A;Corning Gorilla Glass 7i, Mohs level 4;1220 x 2712 pixels, 20:9 ratio (~444 ppi density);6.7 inches, 108.4 cm2 (~92.2% screen-to-body ratio);P-OLED, 1B colors, 120Hz, 720Hz PWM, HDR10+, 4500 nits peak;67:47h endurance, 1000 cycles;Class A;Class A (270 falls);Class B;Smart Connect support;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, April 24;Available. Released 2025, April 30;N/A;Color spectrum sensor, LED flash, HDR, panorama, Pantone Validated Colour and Skin Tones;N/A;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
10 MP, f2.0, 73mm (telephoto), 1/3.94"", 1.0µm, PDAF, 3x optical zoom, OIS
50 MP, f/2.0, 120˚ (ultrawide), 1/2.76"", 0.64µm, PDAF";4K@30fps, 1080p@30/60/120/240fps, gyro-EIS, HDR10+;UFS 4.0;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM;Pantone: Shadow, Dazzling Blue , Sparkling Grape;XT2507-1;$ 599.99 / € 454.99 / £ 450.00 / ₹ 27,955;N/A;0.90 W/kg (head)     1.39 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 43, 66, 71;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 71, 75, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Active use score 16:14h;N/A;N/A;1595 nits max brightness (measured);-25.1 LUFS (Very good);"AnTuTu: 1356227 (v10)
GeekBench: 4476 (v6)
3DMark: 3221 (Wild Life Extreme)";Octa-core (1x3.35 GHz Cortex-A715 & 3x3.20 GHz Cortex-A715 & 4x2.20 GHz Cortex-A510);Mediatek Dimensity 8350 Extreme (4 nm);Mali G615-MC6;Android 15, up to 3 major Android upgrades;HDR;"50 MP, f/2.0, (wide), 1/2.76"", 0.64µm";4K@30fps, 1080p@30/120fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers (with Dolby Atmos)
26;Motorola;Motorola Moto G73;https://www.gsmarena.com/motorola_moto_g73-12079.php;N/A;N/A;30W wired;Li-Po 5000 mAh;Water-resistant design;Glass front, plastic back, plastic frame;161.4 x 73.8 x 8.3 mm (6.35 x 2.91 x 0.33 in);Nano-SIM + Nano-SIM;181 g (6.38 oz);5.3, A2DP, LE;Yes;GPS, GLONASS, GALILEO;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~405 ppi density);6.5 inches, 102.0 cm2 (~85.6% screen-to-body ratio);IPS LCD, 120Hz;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2023, January 24;Available. Released 2023, January 24;"50 MP, f/1.8, (wide), 1.0µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1.12µm, AF";LED flash, HDR, panorama;N/A;N/A;1080p@30/60fps;N/A;microSDXC (uses shared SIM slot);128GB 8GB RAM, 256GB 8GB RAM;Lucent White, Midnight Blue;N/A;About 190 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 18, 19, 20, 26, 28, 32, 38, 40, 41, 42;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 930 (6 nm);IMG BXM-8-256;Android 13, planned upgrade to Android 14;N/A;16 MP, f/2.4, (wide), 1.0µm;1080p@30fps;N/A;Yes;Yes, with stereo speakers
27;Motorola;Motorola Moto G72;https://www.gsmarena.com/motorola_moto_g72-11910.php;N/A;N/A;33W wired;Li-Po 5000 mAh;Water-repellent design;Glass front, plastic back, plastic frame;160.5 x 74.4 x 7.9 mm (6.32 x 2.93 x 0.31 in);Nano-SIM + Nano-SIM;166 g (5.86 oz);5.1, A2DP, LE;Yes;GPS, GLONASS, GALILEO;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~402 ppi density);6.6 inches, 103.6 cm2 (~86.8% screen-to-body ratio);P-OLED, 1B colors, 120Hz;N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, proximity;2022, September 29;Available. Released 2022, October 03;N/A;LED flash, HDR, panorama;N/A;"108 MP, f/1.7, 24mm (wide), 1/1.67"", 0.64µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";1080p@30/60fps;N/A;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Meteorite Gray, Polar Blue, Mineral White;XT2255-1;About 150 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41;N/A;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;GSM / HSPA / LTE;N/A;Endurance rating 121h;Photo / Video;1015 nits max brightness (measured);-26.5 LUFS (Good);"AnTuTu: 383317 (v9)
GeekBench: 1842 (v5.1)
GFXBench: 13fps (ES 3.1 onscreen)";Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Helio G99 (6 nm);Mali-G57 MC2;Android 12, upgradable to Android 13;N/A;"16 MP, f/2.5, (wide), 1/3.0"", 1.0µm";1080p@30fps;N/A;Yes;Yes, with stereo speakers
28;Motorola;Motorola Moto G (2024);https://www.gsmarena.com/motorola_moto_g_(2024)-12866.php;N/A;N/A;18W wired;5000 mAh;Water-repellent design;Glass front, silicone polymer back (eco leather), plastic frame;164.4 x 75 x 8.2 mm (6.47 x 2.95 x 0.32 in);Nano-SIM + eSIM;194 g (6.84 oz);5.1, A2DP, LE;Yes;GPS, GLONASS, GALILEO;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~267 ppi density);6.6 inches, 104.6 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer;2024, March 12;Available. Released 2024, March 21;"50 MP, f/1.8, (wide), 0.64µm, PDAF
2 MP, f/2.4, (macro)";LED flash, HDR, panorama;N/A;N/A;1080p@30fps;N/A;microSDXC (dedicated slot);128GB 4GB RAM;Sage Green;XT2417-4, XT2417-1;$ 55.40 / £ 98.33;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 48, 66, 71;2, 5, 7, 12, 14, 25, 26, 29, 30, 41, 48, 66, 70, 71, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A78 & 6x1.8 GHz Cortex-A55);Qualcomm SM4375 Snapdragon 4 Gen 1 (6 nm);Adreno 619;Android 14;HDR;"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm";1080p@30fps;N/A;Yes;Yes, with stereo speakers
29;Motorola;Motorola Razr 50;https://www.gsmarena.com/motorola_razr_50-13151.php;N/A;N/A;"30W wired
15W wireless";4200 mAh;IPX8 water resistant (up to 1.5m for 30 min);Plastic front (unfolded), glass front (folded, Gorilla Glass Victus), silicone polymer back (eco leather), aluminum frame (6000 series), hinge (stainless steel);Unfolded: 171.3 x 74 x 7.3 mm Folded: 88.1 x 74 x 15.9 mm;Nano-SIM + eSIMNano-SIM + Nano-SIM;188.4 g (6.63 oz);5.4, A2DP, LE;Yes;GPS, GLONASS, BDS, GALILEO, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band or tri-band (region dependent);"Second external AMOLED, 1B colors, 90Hz, HDR10+, 1700 nits (peak)
3.6 inches, 1056 x 1066 pixels, 413 ppi, Gorilla Glass Victus";N/A;1080 x 2640 pixels (~413 ppi density);6.9 inches, 107.6 cm2 (~84.9% screen-to-body ratio);Foldable LTPO AMOLED, 1B colors, 120Hz, HDR10+, 3000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), gyro, accelerometer, proximity, compass, barometer;2024, June 25;Available. Released 2024, June 25;"50 MP, f/1.7, 25mm (wide), 1/1.95"", 0.8µm, dual pixel PDAF, OIS
13 MP, f/2.2, 120˚ (ultrawide), 1/3.0"", 1.12µm, AF";LED flash, panorama, HDR;N/A;N/A;4K@30fps, 1080p@30/60fps, gyro-EIS;UFS 2.2;No;256GB 8GB RAM, 512GB 12GB RAM;Koala Grey (Steel Wool), Beach Sand (Pumice Stone), Spritz Orange (Arabesque);XT2453-1;€ 519.99 / £ 499.97 / ₹ 39,805;N/A;N/A;CDMA2000 1xEV-DO;GSM 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 42, 43, 66, 71;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 71, 77, 78 SA/NSA/Sub6;HSPA, LTE (CA), 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Active use score 11:46h;N/A;N/A;1289 nits max brightness (measured);-23.5 LUFS (Very good);"AnTuTu: 657381 (v10)
GeekBench: 3016 (v5)
3DMark: 856 (Wild Life Extreme)";Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300X (4 nm);Mali-G615 MC2;Android 14;HDR;"32 MP, f/2.4, 25mm (wide), 1/3.14"", 0.7µm";4K@30fps, 1080p@30/60fps;N/A;No;Yes, with stereo speakers
30;Motorola;Motorola Edge (2024);https://www.gsmarena.com/motorola_edge_(2024)-13111.php;N/A;N/A;"68W wired
15W wireless";5000 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, aluminum frame, silicone polymer back (eco leather);159.6 x 72 x 8.1 mm (6.28 x 2.83 x 0.32 in);Nano-SIM + eSIM;174 g (6.14 oz);5.2, A2DP, LE;Yes;GPS, GLONASS, GALILEO;No;USB Type-C 3.1, DisplayPort 1.4;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~402 ppi density);6.6 inches, 103.6 cm2 (~90.2% screen-to-body ratio);P-OLED, 1B colors, 144Hz, 1300 nits (peak);N/A;N/A;N/A;N/A;Smart Connect (Ready For) support;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, June 04;Available. Released 2024, June 20;"50 MP, f/1.8, (wide), 1/1.5"", 1.0µm, multi-directional PDAF, OIS
13 MP, f/2.2, 120˚ (ultrawide), 1.12µm, AF";Dual-LED flash, HDR, panorama;N/A;N/A;4K@30fps, 1080p@30/60fps, HDR, gyro-EIS;UFS 2.2;No;256GB 8GB RAM;Black;XT2405V, XT-2405V;$ 175.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 38, 39, 40, 41, 48, 66, 71;1, 2, 3, 5, 7, 12, 14, 20, 25, 26, 29, 30, 38, 40, 41, 48, 66, 70, 71, 77, 78 SA/NSA/Sub6;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55);Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);Adreno 710;Android 14;HDR;32 MP, f/2.4, (wide), 0.7µm, AF;1080p@30fps;Snapdragon sound;No;Yes, with stereo speakers
31;Motorola;Motorola Edge 40 Pro;https://www.gsmarena.com/motorola_edge_40_pro-12127.php;N/A;N/A;"125W wired, PD3.0, QC5, 50% in 6 min, 100% in 23 min
15W wireless
5W reverse wired
5W reverse wireless";Li-Po 4600 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass Victus), glass back (Gorilla Glass Victus), aluminum frame;161.2 x 74 x 8.6 mm (6.35 x 2.91 x 0.34 in);Nano-SIM + eSIM;199 g (7.02 oz);5.3, A2DP, LE;Yes;GPS, GLONASS, GALILEO, BDS;No;USB Type-C 3.2, OTG, DisplayPort 1.4;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct;N/A;Corning Gorilla Glass Victus;1080 x 2400 pixels, 20:9 ratio (~394 ppi density);6.67 inches, 108.0 cm2 (~90.5% screen-to-body ratio);OLED, 1B colors, 165Hz, HDR10+, Dolby Vision, 1300 nits (peak);N/A;N/A;N/A;N/A;Smart Connect (Ready For) support;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, April 04;Available. Released 2023, April 04;N/A;Dual-LED flash, panorama, HDR;N/A;"50 MP, f/1.8, (wide), 1/1.55"", 1.0µm, multi-directional PDAF, OIS
12 MP, f/1.6, (telephoto), 1/2.93"", 1.22µm, PDAF, 2x optical zoom
50 MP, f/2.2, 114˚ (ultrawide), 1/2.76"", 0.64µm, AF";8K@30fps, 4K@30/60fps, 1080p@30/60/120/240/960fps, 10-bit HDR10+, gyro-EIS;UFS 4.0;No;256GB 12GB RAM, 512GB 12GB RAM;Interstellar Black, Lunar Blue;N/A;$ 325.00 / € 669.99;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 42, 43, 48, 66;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA/Sub6;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;Endurance rating 117h;Photo / Video;1050 nits max brightness (measured);-22.6 LUFS (Excellent);"AnTuTu: 1273764 (v9)
GeekBench: 4896 (v5.1), 5352 (v6)
GFXBench: 112fps (ES 3.1 onscreen)";Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);Adreno 740;Android 13, up to 3 major Android upgrades;HDR;"60 MP, f/2.2, (wide), 1/2.8"", 0.61µm";4K@30/60fps, 1080p@30/60fps;N/A;No;Yes, with stereo speakers
32;Motorola;Motorola Edge 60 Stylus;https://www.gsmarena.com/motorola_edge_60_stylus_5g-13785.php;N/A;N/A;"68W wired
15W wireless";5000 mAh;"Stylus
IP68 dust tight and water resistant (immersible up to 1.5m for 30 min)
Drop resistant up to 1.5m
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front (Gorilla Glass 3), silicone polymer (eco leather) back, plastic frame;162.2 x 74.8 x 8.3 mm (6.39 x 2.94 x 0.33 in);Nano-SIM + eSIM;191 g (6.74 oz);5.4, A2DP, LE;Yes;GPS, GLONASS, GALILEO;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band;N/A;Corning Gorilla Glass 3;1220 x 2712 pixels, 20:9 ratio (~444 ppi density);6.7 inches, 108.4 cm2 (~89.3% screen-to-body ratio);P-OLED, 1B colors, 120Hz, HDR, 1400 nits (HBM), 3000 nits (peak);N/A;N/A;N/A;N/A;Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer;2025, April 10;Available. Released 2025, April 15;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
13 MP, f/2.2, 16mm, 120˚ (ultrawide), 1/3.0"", 1.12µm, PDAF";LED flash, HDR, panorama;N/A;N/A;4K@30fps, 1080p@30/60/120fps;UFS 2.2;microSDXC (dedicated slot);256GB 8GB RAM;Pantone: Gibraltar sea, Surf the Web;PB7S0000IN;₹ 20,290;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 2, 3, 5, 8, 28, 38, 40, 41, 42, 48;1, 3, 5, 8, 28, 38, 40, 41, 48, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.40 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55);Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);Adreno 710;Android 15, up to 2 major Android upgrades;HDR;"32 MP, f/2.2, 25mm (wide), 1/3.14"", 0.7µm";4K@30fps, 1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers (with Dolby Atmos)
33;Motorola;Motorola Moto G06 Power;https://www.gsmarena.com/motorola_moto_g06_power-14125.php;N/A;N/A;18W wired;7000 mAh;IP64 dust tight and water resistant (water splashes);Glass front, plastic frame, silicone polymer back (eco leather);171.4 x 77.5 x 8.8 mm (6.75 x 3.05 x 0.35 in);Nano-SIM + Nano-SIM;220 g (7.76 oz);Yes;Yes (market/region dependent);GPS, GALILEO, GLONASS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 3;720 x 1640 pixels (~260 ppi density);6.88 inches, 112.4 cm2 (~84.6% screen-to-body ratio);IPS LCD, 120Hz;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity;2025, September 05;Coming soon. Exp. release 2025, September;N/A;LED flash, HDR;50 MP, f/1.8, (wide), PDAF;N/A;1080p@30fps;N/A;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 256GB 8GB RAM;Pantone: Laurel Oak, Tapestry, Tendril;N/A;N/A;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55);Mediatek Helio G81 Ultra (12 nm);Mali-G52 MC2;Android 15;HDR;8 MP, f/2.1, (wide), 1.12µm;1080p@30fps;N/A;Yes;Yes, with stereo speakers
34;Motorola;Motorola Moto G Power (2025);https://www.gsmarena.com/motorola_moto_g_power_(2025)-13623.php;N/A;N/A;"30W wired
15W wireless";5000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front (Gorilla Glass 5), silicone polymer (eco leather) back, plastic frame;166.6 x 77.1 x 8.7 mm (6.56 x 3.04 x 0.34 in);Nano-SIM + eSIM;208 g (7.34 oz);Yes;Yes;GPS, GALILEO, GLONASS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;1080 x 2388 pixels (~385 ppi density);6.8 inches, 112.0 cm2 (~87.2% screen-to-body ratio);IPS LCD, 120Hz;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer;2025, January 14;Available. Released 2025, February 06;"50 MP, f/1.8, (wide), 1/2.88"", 0.61µm, PDAF, OIS
8 MP, f/2.2, 119˚ 13mm (ultrawide), 1.12µm, AF";LED flash, HDR, panorama;N/A;N/A;1080p@30fps;N/A;microSDXC (dedicated slot);128GB 8GB RAM;Slate Gray, Leaf Green;XT2515-1;$ 149.99;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 48, 66, 71;2, 5, 7, 12, 14, 25, 26, 29, 30, 41, 48, 66, 70, 71, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Active use score 11:56h;N/A;N/A;1358:1 contrast ratio, 993 nits max brightness (measured);-22.3 LUFS (Excellent);"AnTuTu: 440530 (v10)
GeekBench: 2090 (v6)
3DMark: 383 (Wild Life Extreme)";Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, up to 2 major Android upgrades;N/A;"16 MP, f/2.4, 24mm (wide), 1/3.0"", 1.0µm";1080p@30fps;N/A;Yes;Yes, with stereo speakers (with Dolby Atmos)
35;Motorola;Motorola Moto G36;https://www.gsmarena.com/motorola_moto_g36_5g-14158.php;N/A;N/A;33W wired;7000 mAh;Water-repellent design;N/A;166.3 x 76.5 x 8.7 mm (6.55 x 3.01 x 0.34 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;210 g (7.41 oz);5.3, A2DP, LE;Yes (market/region dependent);GPS, GALILEO, GLONASS, BDS, QZSS;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Unspecified;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~85.7% screen-to-body ratio);IPS LCD, 120Hz, HDR10, 1000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Not announced yet;Available;"50 MP, f/1.8 (wide), 0.64µm, PDAF
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm";Dual-LED flash, HDR, panorama;N/A;N/A;4K@30fps, 1080p@30fps;N/A;microSDXC (dedicated slot);128GB 4GB RAM, 128GB 8GB RAM, 256GB 4GB RAM, 256GB 8GB RAM, 512GB 12GB RAM;"Black; other colors";XT2533-4;N/A;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;LTE;SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core 2.4 GHz;N/A;N/A;Android 15;HDR;32 MP, f/2.2, (wide), 0.7µm;1080p@30fps;N/A;Yes;Yes, with stereo speakers
36;Motorola;Motorola Edge 50 Pro;https://www.gsmarena.com/motorola_edge_50_pro-12909.php;N/A;N/A;"125W wired, 100% in 18 min
50W wireless
10W reverse wireless";Li-Po 4500 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, plastic back or silicone polymer back (eco leather), aluminum frame;161.2 x 72.4 x 8.2 mm (6.35 x 2.85 x 0.32 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;186 g (6.56 oz);5.4, A2DP, LE;Yes;GPS, GLONASS, GALILEO, BDS, QZSS, NavIC;No;USB Type-C 3.1, OTG, DisplayPort 1.4;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band, Wi-Fi Direct;N/A;Corning Gorilla Glass (unspecified version);1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.7 inches, 107.4 cm2 (~92.0% screen-to-body ratio);P-OLED, 1B colors, 144Hz, HDR10+, 2000 nits (peak);N/A;N/A;N/A;N/A;Smart Connect (Ready For) support;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, April 03;Available. Released 2024, April 08;N/A;Laser AF, LED flash, panorama, HDR;N/A;"50 MP, f/1.4, 25mm (wide), 1/1.55"", 1.0µm, multi-directional PDAF, OIS
10 MP, f/2.0, 67mm (telephoto), 1/3.94"", 1.0µm, PDAF, OIS, 3x optical zoom
13 MP, f/2.2, 16mm, 120˚ (ultrawide), 1/3.0"", 1.12µm, PDAF";4K@30fps, 1080p@30/60/120/240fps, 10-bit HDR10+, gyro-EIS;UFS 2.2;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Luxe Lavender, Black Beauty, Moonlight Pearl, Vanilla Cream;XT2403-2;$ 399.00 / € 349.34 / £ 369.99 / ₹ 26,239;1.08 W/kg (head)     1.08 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 43, 48, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA/Sub6;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;Active use score 11:59h;N/A;N/A;1295 nits max brightness (measured);-24.6 LUFS (Very good);"AnTuTu: 842798 (v10)
GeekBench: 3083 (v6)
3DMark: 1477 (Wild Life Extreme)";Octa-core (1x2.63 GHz Cortex-A715 & 4x2.4 GHz Cortex-A715 & 3x1.8 GHz Cortex-A510);Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm);Adreno 720;Android 14, up to 3 major Android upgrades;HDR;50 MP, f/1.9, 21mm (wide), 0.64µm, AF;4K@30fps, 1080p@30/60fps;Snapdragon Sound;No;Yes, with stereo speakers
