No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Musicplay;Battery_Standby;Battery_Talktime;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Browser;Features_Games;Features_Java;Features_Messaging;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Callrecords;Memory_Cardslot;Memory_Internal;Memory_Phonebook;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_EDGE;Network_GPRS;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_;Selfiecamera_Dual;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Alerttypes;Sound_Loudspeaker
41;Sony;Sony Xperia XZ3;https://www.gsmarena.com/sony_xperia_xz3-9232.php;N/A;N/A;"18W wired, PD2.0
Wireless (Qi)";N/A;N/A;N/A;Li-Ion 3300 mAh, non-removable;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;158 x 73 x 9.9 mm (6.22 x 2.87 x 0.39 in);Nano-SIMNano-SIM + Nano-SIM;193 g (6.81 oz);5.0, A2DP, aptX HD, LE;N/A;Yes;GPS, GLONASS, BDS, GALILEO;No;USB Type-C 3.1, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;"Triluminos display
X-Reality Engine";Corning Gorilla Glass 5;1440 x 2880 pixels, 18:9 ratio (~537 ppi density);6.0 inches, 92.9 cm2 (~80.5% screen-to-body ratio);P-OLED, HDR BT.2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass;2018, August 30. Released 2018, October 05;Discontinued;N/A;Laser AF, color spectrum sensor, LED flash, panorama, HDR;"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF";N/A;4K@30fps, 1080p@60fps, 1080p@30fps (5-axis gyro-EIS), 1080p@960fps, HDR;UFS 2.1;N/A;microSDXC (uses shared SIM slot) - dual SIM model only;64GB 4GB RAM, 64GB 6GB RAM;N/A;Black, Silver White, Forest Green, Bordeaux Red;H9436, H8416, H9493;About 510 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - H8416, H9436, H9493;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 32, 38, 39, 40, 41, 46, 66 - H8416, H9436, H9493;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/200 Mbps;GSM / HSPA / LTE;Noise -91.2dB / Crosstalk -88.7dB;N/A;Endurance rating 90h;Photo / Video;Contrast ratio: Infinite (nominal), 4.502 (sunlight);Voice 71dB / Noise 75dB / Ring 82dB;"AnTuTu: 284555 (v7), 295468 (v8)
GeekBench: 8607 (v4.4), 2137 (v5.1)
GFXBench: 19fps (ES 3.1 onscreen)";Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver);Qualcomm SDM845 Snapdragon 845 (10 nm);Adreno 630;Android 9.0 (Pie), upgradable to Android 10;N/A;N/A;HDR;"13 MP, f/1.9, 23mm (wide), 1/3.1"", 1.12µm";1080p@30fps (5-axis gyro-EIS);"24-bit/192kHz Hi-Res audio
Dynamic vibration system";No;N/A;Yes, with stereo speakers
42;Sony;Sony Ericsson W995;https://www.gsmarena.com/sony_ericsson_w995-2682.php;N/A;N/A;N/A;Up to 20 h;Up to 370 h (2G) / Up to 360 h (3G);Up to 9 h (2G) / Up to 4 h (3G);Removable Li-Po 930 mAh battery (BST-38);Built-in kickstand;N/A;97 x 49 x 15 mm (3.82 x 1.93 x 0.59 in);Mini-SIM;113 g (3.99 oz);2.0, A2DP;N/A;N/A;"GPS, A-GPS; Wayfinder navigator";Stereo FM radio, RDS;2.0;Wi-Fi 802.11 b/g, DLNA;N/A;N/A;240 x 320 pixels, 4:3 ratio (~154 ppi density);2.6 inches, 20.9 cm2 (~44.0% screen-to-body ratio);TFT, 256K colors;N/A;N/A;N/A;N/A;"MP3/AAC/MP4 player
TrackID music recognition
Photo editor 
Organizer
Voice memo/dial
Walkman 4.0 player
Shake control
SensMe";WAP 2.0/HTML (NetFront), RSS reader;Yes, incl. motion-based + downloadable;Yes, MIDP 2.0;SMS, MMS, Email, IM;Accelerometer;2009, February. Released 2009, May;Discontinued;N/A;LED flash;8.1 MP, AF;N/A;320p@30fps;N/A;30 received, dialed and missed calls;Memory Stick Micro (M2), up to 16 GB, 8 GB included;118MB;1000 x 20 fields, Photo call;Progressive Black, Cosmic Silver, Energetic Red;N/A;About 100 EUR;N/A;1.18 W/kg (head);HSDPA 850 / 1900 - W995a;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;N/A;N/A;N/A;N/A;HSPA 7.2/2 Mbps;GSM / HSPA;Noise -89.1dB / Crosstalk -88.7dB;N/A;N/A;N/A;N/A;Voice 66dB / Noise 66dB / Ring 75dB;N/A;369 MHz ARM 11;N/A;N/A;N/A;Videocall camera;N/A;N/A;N/A;N/A;N/A;Yes;N/A;Yes, with stereo speakers
43;Sony;Sony Xperia 1 VII;https://www.gsmarena.com/sony_xperia_1_vii_5g-13843.php;N/A;N/A;"30W wired, PD3.0, PPS, 50% in 30 min
15W wireless
Reverse wireless";N/A;N/A;N/A;5000 mAh;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass Victus 2), glass back (Gorilla Glass Victus), aluminum frame;162 x 74 x 8.2 mm (6.38 x 2.91 x 0.32 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;197 g (6.95 oz);6.0, A2DP, LE Audio, aptX HD, aptX Adaptive, aptX Lossless;N/A;Yes;GPS, GLONASS, BDS, GALILEO, QZSS;No;USB Type-C 3.2, OTG, video output;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct, DLNA;N/A;Corning Gorilla Glass Victus 2, Mohs level 5;1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density);6.5 inches, 103.7 cm2 (~86.5% screen-to-body ratio);LTPO OLED, 1B colors, 120Hz, HDR BT.2020;43:30h endurance, 1400 cycles;Class B;Class B (181 falls);Class D;Native Sony Alpha camera support;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass;2025, May 13;Available. Released 2025, June 04;N/A;Zeiss optics, Zeiss T* lens coating, color spectrum sensor, LED flash, panorama, HDR, eye tracking;N/A;"48 MP, f/1.9, 24mm (wide), 1/1.35"", 1.12µm, dual pixel PDAF, OIS
12 MP, f/2.3, 85mm (telephoto), f/3.5, 170mm (telephoto), 1/3.5"", 1.0µm, dual pixel PDAF, 3.5x-7.1x continuous optical zoom, OIS, 4cm macro @ 120mm, no AF
48 MP, f/2.0, 16mm (ultrawide), 1/1.56"", 1.0µm, PDAF";"4K@24/30/60/120fps HDR, 1080p@30/60/120fps; 5-axis gyro-EIS, OIS";UFS 4.0;N/A;microSDXC (uses shared SIM slot);256GB 12GB RAM, 512GB 12GB RAM;N/A;Moss Green, Orchid Purple, Slate Black;XQ-FS54, XQFS54EUKCG.GC, XQFS54EUKCV.GC, XQFS54EUKCB.GC, PDX256;€ 1,499.00 / £ 1,390.00;N/A;N/A;1, 3, 5, 7, 8, 28, 38, 40, 41, 77, 78, 79 SA/NSA/Sub6 - Asia;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 66 - Europe;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 75, 77, 78 SA/NSA/Sub6 - Europe;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 15:32h;N/A;N/A;1475 nits max brightness (measured);-26.1 LUFS (Good);"AnTuTu: 2062177 (v10)
GeekBench: 9293 (v6)
3DMark: 6276 (Wild Life Extreme)";Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);Adreno 830;Android 15, up to 4 major Android upgrades;N/A;N/A;HDR;"12 MP, f/2.0, 24mm (wide), 1/2.9"", 1.22µm";4K@30/60fps, 1080p@30/60fps, 5-axis gyro-EIS;"24-bit/192kHz Hi-Res & Hi-Res wireless audio
Dynamic vibration system
Snapdragon Sound";Yes;N/A;Yes, with stereo speakers
44;Sony;Sony Xperia L4;https://www.gsmarena.com/sony_xperia_l4-10091.php;N/A;N/A;USB Power Delivery;N/A;N/A;N/A;Li-Ion 3580 mAh;N/A;Glass front, plastic back, plastic frame;159 x 71 x 8.7 mm (6.26 x 2.80 x 0.34 in);Nano-SIMNano-SIM + Nano-SIM;178 g (6.28 oz);5.0, A2DP, LE;N/A;Yes;GPS, GLONASS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;N/A;N/A;720 x 1680 pixels, 21:9 ratio (~295 ppi density);6.2 inches, 89.8 cm2 (~79.5% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2020, February 20;Available. Released 2020, April 28;N/A;LED flash, HDR, panorama;N/A;"13 MP, f/2.0, 26mm (wide), 1/3.0"", PDAF
5 MP, f/2.2, 17mm (ultrawide), 1/5.0"", 1.12µm
2 MP, f/2.4, (depth)";1080p@30fps;eMMC 5.1;N/A;microSDXC (uses shared SIM slot);64GB 3GB RAM;N/A;Black, Blue;XQ-AD52, XQ-AD51;About 200 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 20, 40;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core 2.0 GHz Cortex-A53;Mediatek MT6762 Helio P22 (12 nm);PowerVR GE8320;Android 9.0 (Pie);N/A;N/A;N/A;"8 MP, f/2.0, 27mm (wide), 1/4.0"", 1.12µm";1080p@30fps;N/A;Yes;N/A;Yes
45;Sony;Sony Xperia XA2 Ultra;https://www.gsmarena.com/sony_xperia_xa2_ultra-8985.php;N/A;N/A;18W wired, QC3;N/A;N/A;N/A;Li-Ion 3580 mAh, non-removable;N/A;Glass front (Gorilla Glass 4), plastic back, aluminum frame;163 x 80 x 9.5 mm (6.42 x 3.15 x 0.37 in);Nano-SIMNano-SIM + Nano-SIM;221 g (7.80 oz);5.0, A2DP, aptX HD, LE;N/A;Yes;GPS, GLONASS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 4;1080 x 1920 pixels, 16:9 ratio (~367 ppi density);6.0 inches, 99.2 cm2 (~76.1% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, proximity, compass;2018, January. Released 2018, February;Discontinued;N/A;LED flash, HDR, panorama;"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF";N/A;4K@30fps, 1080p@30fps, stereo sound rec., HDR;N/A;N/A;microSDXC (dedicated slot);32GB 4GB RAM, 64GB 4GB RAM;N/A;Silver, Black, Blue, Gold;H4213, H4233, H3213, H3223;About 260 EUR;N/A;N/A;1, 2, 3, 5, 7, 8, 28, 38, 39, 40, 41 - H4233;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 1900 / 2100 - H3213, H4213, H4233;1, 2, 3, 5, 7, 8, 20, 38 - H3213, H4213;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (3CA) Cat13 600/150 Mbps;GSM / HSPA / LTE;Noise -67.7dB / Crosstalk -92.7dB;N/A;Endurance rating 100h;Photo / Video;Contrast ratio: 1562:1 (nominal), 3.445 (sunlight);Voice 68dB / Noise 73dB / Ring 80dB;"AnTuTu: 89110 (v7)
GeekBench: 4198 (v4.4)
GFXBench: 6fps (ES 3.1 onscreen)";Octa-core 2.2 GHz Cortex-A53;Qualcomm SDM630 Snapdragon 630 (14 nm);Adreno 508;Android 8.0 (Oreo), upgradable to Android 9.0 (Pie);N/A;"16 MP, f/2.0, 23mm (wide), 1/2.6"", OIS, AF
8 MP, f/2.4, 1/4.0""";N/A;N/A;1080p@30ps;24-bit/192kHz Hi-Res audio;Yes;N/A;Yes
46;Sony;Sony Xperia Z3 Compact;https://www.gsmarena.com/sony_xperia_z3_compact-6538.php;N/A;N/A;18W wired, QC2;Up to 110 h;Up to 880 h (2G) / Up to 920 h (3G);Up to 12 h (2G) / Up to 14 h (3G);Li-Ion 2600 mAh, non-removable;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, glass back, plastic frame;127.3 x 64.9 x 8.6 mm (5.01 x 2.56 x 0.34 in);Nano-SIM;129 g (4.55 oz);4.0, A2DP, LE, aptX;N/A;Yes;GPS, GLONASS;Stereo FM radio, RDS;microUSB 2.0 (MHL TV-out), OTG, magnetic connector;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot;"Triluminos display
X-Reality Engine";Shatter proof glass;720 x 1280 pixels, 16:9 ratio (~319 ppi density);4.6 inches, 58.3 cm2 (~70.6% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;ANT+;N/A;N/A;N/A;N/A;Accelerometer, gyro, proximity, compass, barometer;2014, September. Released 2014, September;Discontinued;N/A;LED flash, HDR, panorama;"20.7 MP, f/2.0, 25mm (wide), 1/2.3"", 1.12µm, AF";N/A;4K@30fps,1080p@60fps, 720p@120fps, HDR;eMMC 5.0;N/A;microSDXC (dedicated slot);16GB 2GB RAM;N/A;Black, White, Green, Orange;D5803, D5833, SO-02G;About 300 EUR;0.95 W/kg (head)     1.10 W/kg (body);0.69 W/kg (head)     0.90 W/kg (body);1, 3, 5, 7, 8, 28, 40 - D5833;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100 - D5803;1, 2, 3, 4, 5, 7, 8, 13, 17, 20 - D5803;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;GSM / HSPA / LTE;Noise -85.2dB / Crosstalk -85.3dB;N/A;Endurance rating 101h;Photo / Video;Contrast ratio: 942:1 (nominal), 2.616 (sunlight);Voice 65dB / Noise 62dB / Ring 73dB;Basemark X: 12080;Quad-core 2.5 GHz Krait 400;Qualcomm MSM8974AC Snapdragon 801 (28 nm);Adreno 330;Android 4.4.4 (KitKat), upgradable to 6.0 (Marshmallow);N/A;N/A;N/A;2.2 MP, f/2.8;1080p@30fps;N/A;Yes;N/A;Yes, with stereo speakers
47;Sony;Sony Xperia X Compact;https://www.gsmarena.com/sony_xperia_x_compact-8292.php;N/A;N/A;18W wired, QC3;N/A;Up to 710 h (2G) / Up to 750 h (3G);Up to 11 h (2G) / Up to 14 h (3G);Li-Ion 2700 mAh, non-removable;N/A;Glass front (Gorilla Glass 4), plastic back, plastic frame;129 x 65 x 9.5 mm (5.08 x 2.56 x 0.37 in);Nano-SIM;135 g (4.76 oz);4.2, A2DP, aptX, LE;N/A;Yes;GPS, GLONASS/ BDS (region dependent);FM radio, RDS;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;"Triluminos display
X-Reality Engine";Corning Gorilla Glass 4;720 x 1280 pixels, 16:9 ratio (~319 ppi density);4.6 inches, 58.3 cm2 (~69.6% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass;2016, September 01. Released 2016, September 08;Discontinued;N/A;Color spectrum sensor, LED flash, HDR, panorama;"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF";N/A;1080p@30fps, 1080p@60fps;eMMC 4.5;N/A;microSDXC (dedicated slot);32GB 3GB RAM;N/A;White, Universe black, Mist blue;SO-02J, F5321;About 220 EUR;0.66 W/kg (head)     0.72 W/kg (body);1.08 W/kg (head)     1.25 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - F5321;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 26, 28, 38, 39, 40, 41 - F5321;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps;GSM / HSPA / LTE;Noise -95.1dB / Crosstalk -90.8dB;N/A;Endurance rating 73h;Photo / Video;Contrast ratio: 1225 (nominal), 3.694 (sunlight);Voice 64dB / Noise 65dB / Ring 69dB;Basemark OS II 2.0: 1738Basemark X: 15415;Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72);Qualcomm MSM8956 Snapdragon 650;Adreno 510;Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo);N/A;N/A;N/A;5 MP;1080p@30fps;24-bit/192kHz audio;Yes;N/A;Yes, with stereo speakers
48;Sony;Sony Xperia XZ1;https://www.gsmarena.com/sony_xperia_xz1-8804.php;N/A;N/A;18W wired, QC3;N/A;N/A;N/A;Li-Ion 2700 mAh, non-removable;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass 5), aluminum back, aluminum frame;148 x 73.4 x 7.4 mm (5.83 x 2.89 x 0.29 in);Nano-SIMNano-SIM + Nano-SIM;155 g (5.47 oz);5.0, A2DP, aptX HD, LE;N/A;Yes;GPS, GLONASS, BDS, GALILEO;No;USB Type-C 3.1, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;"Triluminos display
X-Reality Engine";Corning Gorilla Glass 5;1080 x 1920 pixels, 16:9 ratio (~424 ppi density);5.2 inches, 74.5 cm2 (~68.6% screen-to-body ratio);IPS LCD, HDR10;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass;2017, August 31. Released 2017, September 19;Discontinued;N/A;Laser AF, color spectrum sensor, LED flash, panorama, HDR;"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF";N/A;4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps;UFS 2.1;N/A;microSDXC (uses shared SIM slot) - dual SIM model only;64GB 4GB RAM;N/A;Black, Warm Silver, Venus Pink, Moonlit Blue;G8341, G8342, F8341, F8342, G8343, SOV36, SO-01K;About 260 EUR;N/A;N/A;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 29, 38, 40, 41, 66 - G8343;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - F8341, F8342;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 29, 32, 38, 39, 40, 41, 66 - G8341;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (4CA) Cat16 1024/150 Mbps;GSM / HSPA / LTE;Noise -93.3dB / Crosstalk -90.2dB;N/A;Endurance rating 82h;Photo / Video;Contrast ratio: 1406 (nominal), 3.765 (sunlight);Voice 65dB / Noise 68dB / Ring 69dB;"GeekBench: 6541 (v4.4), 1527 (v5.1)
GFXBench: 25fps (ES 3.1 onscreen)";Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo);Qualcomm MSM8998 Snapdragon 835 (10 nm);Adreno 540;Android 8.0 (Oreo), upgradable to Android 9.0 (Pie);N/A;N/A;N/A;"13 MP, f/2.0, 22mm (wide), 1/3""";1080p@30fps (gyro-EIS);24-bit/192kHz audio;Yes;N/A;Yes, with stereo speakers
49;Sony;Sony Xperia Z1 Compact;https://www.gsmarena.com/sony_xperia_z1_compact-5753.php;N/A;N/A;N/A;Up to 94 h;Up to 670 h (2G) / Up to 600 h (3G);Up to 10 h (2G) / Up to 18 h (3G);Li-Ion 2300 mAh, non-removable;IP58 dust/water resistant (up to 1.5m for 30 min);Glass front, plastic back, aluminum frame;127 x 64.9 x 9.5 mm (5.0 x 2.56 x 0.37 in);Micro-SIM;137 g (4.83 oz);4.0, A2DP, aptX;N/A;Yes;GPS, GLONASS;Stereo FM radio, RDS;microUSB 2.0 (MHL TV-out), OTG, magnetic connector;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot;"Triluminos display
X-Reality Engine";Shatter proof glass;720 x 1280 pixels, 16:9 ratio (~342 ppi density);4.3 inches, 51.0 cm2 (~61.8% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;ANT+;N/A;N/A;N/A;N/A;Accelerometer, gyro, proximity, compass;2014, January. Released 2014, January;Discontinued;N/A;LED flash, HDR, panorama;"20.7 MP, f/2.0, 1/2.3"", AF";N/A;1080p@30fps, HDR;eMMC 4.5;N/A;microSDXC (dedicated slot);16GB 2GB RAM;N/A;Black, White, Pink, Lime;550, SO-02F;About 320 EUR;1.43 W/kg (head)     1.00 W/kg (body);0.74 W/kg (head)     0.73 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;GSM / HSPA / LTE;Noise -91.7dB / Crosstalk -41.7dB;N/A;Endurance rating 65h;Photo / Video;Contrast ratio: 1819 (nominal), 1.772 (sunlight);Voice 60dB / Noise 58dB / Ring 66dB;N/A;Quad-core 2.2 GHz Krait 400;Qualcomm MSM8974 Snapdragon 800 (28 nm);Adreno 330;Android 4.3 (Jelly Bean), upgradable to 5.1 (Lollipop);N/A;N/A;N/A;2 MP;1080p@30fps;N/A;Yes;N/A;Yes
50;Sony;Sony Xperia XZ;https://www.gsmarena.com/sony_xperia_xz-8313.php;N/A;N/A;18W wired, QC3;N/A;Up to 600 h (2G) / Up to 610 h (3G);Up to 11 h 40 min (2G) / Up to 17 h 30 min (3G);Li-Ion 2900 mAh, non-removable;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass 4), aluminum back, aluminum frame;146 x 72 x 8.1 mm (5.75 x 2.83 x 0.32 in);Nano-SIMNano-SIM + Nano-SIM;161 g (5.68 oz);4.2, A2DP, aptX, LE;N/A;Yes;GPS, GLONASS/ BDS (region dependent);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;"Triluminos display
X-Reality Engine";Corning Gorilla Glass 4;1080 x 1920 pixels, 16:9 ratio (~424 ppi density);5.2 inches, 74.5 cm2 (~70.9% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass;2016, September 01. Released 2016, October 03;Discontinued;N/A;Laser AF, color spectrum sensor, LED flash, HDR, panorama;"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF";N/A;4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS);eMMC 5.1;N/A;microSDXC (uses shared SIM slot) - dual SIM model only;32GB 3GB RAM, 64GB 3GB RAM;N/A;Mineral black, Platinum, Forest blue, Deep pink;F8331, F8332, SO-01J, SOV34, 601SO;About 230 EUR;0.81 W/kg (head)     0.35 W/kg (body);0.85 W/kg (head)     1.20 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - F8331, F8332;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 32, 38, 39, 40, 41 - F8331, F8332;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (3CA) Cat9 450/50 Mbps;GSM / HSPA / LTE;Noise -93.0dB / Crosstalk -93.6dB;N/A;Endurance rating 72h;Photo / Video;Contrast ratio: 1349 (nominal), 3.795 (sunlight);Voice 61dB / Noise 65dB / Ring 67dB;Basemark OS II 2.0: 2151Basemark X: 29548;Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo);Qualcomm MSM8996 Snapdragon 820 (14 nm);Adreno 530;Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo);N/A;N/A;HDR;"13 MP, f/2.0, 22mm (wide), 1/3""";1080p@30fps;24-bit/192kHz audio;Yes;N/A;Yes, with stereo speakers
