No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
38;Realme;Realme C73;https://www.gsmarena.com/realme_c73_5g-13928.php;N/A;N/A;"15W wired
5W reverse wired";6000 mAh;"IP64 dust tight and water resistant (water splashes)
Drop resistant up to 2m
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76.2 x 7.9 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;197 g (6.95 oz);5.3, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, QZSS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, 625 nits;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, June 02;Available. Released 2025, June 02;N/A;LED flash, panorama;N/A;"32 MP, f/1.8, 27mm (wide), 1/3.1"", PDAF";N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);64GB 4GB RAM, 128GB 4GB RAM;Jade Green, Crystal Purple, Onyx Black;N/A;₹ 10,199;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, Realme UI 6.0;Panorama;8 MP, f/2.0, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes
39;Realme;Realme P4;https://www.gsmarena.com/realme_p4_5g-14087.php;N/A;N/A;"80W wired
10W reverse wired
Bypass charging";Si/C Li-Ion 7000 mAh;IP66 dust tight and water resistant (high pressure water jets);Glass front, plastic frame, plastic back;163.3 x 75.9 x 7.6 mm (6.43 x 2.99 x 0.30 in);Nano-SIM + Nano-SIM;185 g (6.53 oz);5.4, A2DP, LE;Yes;No;GPS, GALILEO, GLONASS, BDS;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2392 pixels (~388 ppi density);6.77 inches, 110.9 cm2 (~89.5% screen-to-body ratio);AMOLED, 1B colors, 144Hz, HDR10+, 3840Hz PWM, 1600 nits (HBM), 4500 nits (peak);N/A;N/A;N/A;N/A;Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, August 20;Available. Released 2025, August 20;"50 MP, f/1.8, 27mm (wide), PDAF
8 MP, f/2.2, 112˚ (ultrawide)";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS;UFS 3.1;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Steel Gray, Engine Blue, Forge Red;N/A;About 190 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7400 (4 nm);Mali-G615 MC2;Android 15, Realme UI 6.0;Panorama;16 MP, f/2.4, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
40;Realme;Realme 14T;https://www.gsmarena.com/realme_14t-13748.php;N/A;N/A;45W wired, 50% in 30 min;6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2.5m for 30 min)";Glass front, plastic back;163.2 x 75.7 x 8 mm (6.43 x 2.98 x 0.31 in);Nano-SIM + Nano-SIM;196 g (6.91 oz);5.3, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Mohs level 5;1080 x 2400 pixels, 20:9 ratio (~386 ppi density);6.67 inches, 112.5 cm2 (~91.0% screen-to-body ratio);AMOLED, 120Hz, 2100 nits (peak);72:49h endurance, 1600 cycles;Class A;Class C (90 falls);Class B;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, April 25;Available. Released 2025, April 25;"50 MP, f/1.8, 27mm (wide), 1/2.88"", PDAF
2 MP, f/2.4";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30/60, gyro-EIS;N/A;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Surf Green, Obsidian Black, Lightning Purple;RMX5078;$ 293.53 / € 225.59 / ₹ 15,750;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, up to 3 major Android upgrades, Realme UI 6.0;N/A;"16 MP, f/2.4, 23mm (wide), 1/3.09""";1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
41;Realme;Realme Narzo 80 Lite 5G;https://www.gsmarena.com/realme_narzo_80_lite_5g-13952.php;N/A;N/A;"15W wired
5W reverse wired";6000 mAh;"IP64 dust tight and water resistant (water splashes)
Drop resistant up to 2m
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;165.7 x 76.2 x 7.9 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;197 g (6.95 oz);5.3, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, QZSS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1604 pixels, 20:9 ratio (~264 ppi density);6.67 inches, 107.2 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, 625 nits;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, June 16;Available. Released 2025, June 23;N/A;LED flash, panorama;N/A;"32 MP, f/1.8, 27mm (wide), 1/3.1"", PDAF";N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Crystal Purple, Onyx Black;N/A;₹ 6,298;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, Realme UI 6.0;Panorama;8 MP, f/2.0, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes
42;Realme;Realme 12+;https://www.gsmarena.com/realme_12+-12821.php;N/A;N/A;67W wired, 50% in 19 min;5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front, silicone polymer back (eco leather), plastic frame;163 x 75.5 x 7.9 mm (6.42 x 2.97 x 0.31 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.2, A2DP, LE;N/A;Yes, 360˚ (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~87.3% screen-to-body ratio);AMOLED, 120Hz, HDR10+, 600 nits (typ), 2000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, February 29;Available. Released 2024, March 02;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.9, 26mm (wide), 1/1.95"", PDAF, OIS
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60fps, gyro-EIS;N/A;microSDXC (uses shared SIM slot);128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Pioneer Green, Navigator Beige;RMX3867;$ 202.25 / € 173.32 / £ 169.00 / ₹ 18,999;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 13:03h;N/A;N/A;1148 nits max brightness (measured);-24.4 LUFS (Very good);"AnTuTu: 558199 (v9), 614150 (v10)

GeekBench: 2343 (v5), 2363 (v6)
3DMark: 629 (Wild Life Extreme)";Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 7050 (6 nm);Mali-G68 MC4;Android 14, up to 2 major Android upgrades, Realme UI 5.0;N/A;"16 MP, f/2.5, 24mm (wide), 1/3.0""";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers
43;Realme;Realme P3x;https://www.gsmarena.com/realme_p3x-13665.php;N/A;N/A;"45W wired
5W reverse wired";Si/C Li-Ion 6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 2m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, aluminum frame, plastic back or silicone polymer back (eco leather);165.7 x 76.2 x 7.9 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;197 g (6.95 oz);5.3, A2DP, LE, aptX HD, BLE Audio;N/A;No;GPS, GALILEO, GLONASS, QZSS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;ArmorShell glass;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~86.3% screen-to-body ratio);IPS LCD, 120Hz, 950 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2025, February 18;Available. Released 2025, February 28;"50 MP, f/1.8, 27mm (wide), 2.88"", 0.61µm, PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30/60fps;eMMC 5.1;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM;Midnight Blue, Stellar Pink, Lunar Silver;RMX3944;₹ 14,990;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.5 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6400 (6 nm);Mali-G57 MC2;Android 15, Realme UI 6.0;Panorama;8 MP, f/2.0, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes
44;Realme;Realme C35;https://www.gsmarena.com/realme_c35-11353.php;N/A;N/A;18W wired;5000 mAh;N/A;Glass front, plastic frame, plastic back;164.4 x 75.6 x 8.1 mm (6.47 x 2.98 x 0.32 in);Nano-SIM + Nano-SIM;189 g (6.67 oz);5.0, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Panda Glass;1080 x 2408 pixels, 20:9 ratio (~401 ppi density);6.6 inches, 104.4 cm2 (~84.0% screen-to-body ratio);IPS LCD, 480 nits (typ), 600 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2022, February 10;Available. Released 2022, February 14;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/2.76"", 0.64µm, PDAF
2 MP, f/2.4, (macro)
0.3 MP, f/2.8, (depth)";1080p@30fps;UFS 2.2;microSDXC (dedicated slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Glowing Black, Glowing Green;RMX3511;$ 469.00 / £ 129.99 / ₹ 8,790;1.19 W/kg (head)     1.13 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T616 (12 nm);Mali-G57 MP1;Android 11, Realme UI 2.0;HDR;"8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µm";720p@30fps;N/A;Yes;Yes
45;Realme;Realme 10 Pro;https://www.gsmarena.com/realme_10_pro-11978.php;N/A;N/A;33W wired, 50% in 29 min;5000 mAh;N/A;Glass front, plastic frame, plastic back;163.7 x 74.2 x 8.1 mm or 8.3 mm;Nano-SIM + Nano-SIM;190 g / 192 g (6.70 oz);5.1, A2DP, LE;N/A;Yes (market/region dependent);GPS, GALILEO, GLONASS, BDS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~89.8% screen-to-body ratio);IPS LCD, 120Hz, 600 nits (typ), 680 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2022, November 17;Available. Released 2022, November 24;"108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Dark Matter, Hyperspace Gold, Nebula Blue, Coca-Cola edition;RMX3663, RMX3660, RMX3661;$ 555.00 / ₹ 17,990;N/A;N/A;CDMA2000 1x;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 34, 38, 39, 40, 41;1, 5, 8, 28, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / CDMA2000 / LTE / 5G;N/A;N/A;Endurance rating 127h;Photo / Video;1255:1 contrast ratio, 619 nits max brightness (measured);-24.4 LUFS (Very good);"AnTuTu: 401860 (v9)
GeekBench: 2021 (v5.1)
GFXBench: 16fps (ES 3.1 onscreen)";Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.8 GHz Kryo 660 Silver);Qualcomm SM6375 Snapdragon 695 5G (6 nm);Adreno 619;Android 13, upgradable to Android 14, Realme UI 5.0;Panorama;16 MP, f/2.5, 25mm (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers
46;Realme;Realme C53;https://www.gsmarena.com/realme_c53-12310.php;N/A;N/A;33W wired, 50% in 31 min;5000 mAh;N/A;Glass front, plastic frame, plastic back;167.3 x 76.7 x 7.5 mm (6.59 x 3.02 x 0.30 in);Nano-SIM + Nano-SIM;182 g (6.42 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO;Unspecified;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~390 ppi density);6.74 inches, 109.7 cm2 (~85.5% screen-to-body ratio);IPS LCD, 90Hz, 560 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2023, May 31;Available. Released 2023, May 31;"50 MP, f/1.8, (wide), PDAF
0.3 MP, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;N/A;microSDXC (dedicated slot);128GB 6GB RAM, 256GB 8GB RAM;Champion Gold, Mighty Black;RMX3760;$ 106.52 / £ 123.96;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T612 (12 nm);Mali-G57;Android 13, Realme UI T;HDR;8 MP, f/2.0, (wide);720p@30fps;N/A;Yes;Yes
47;Realme;Realme 7 Pro;https://www.gsmarena.com/realme_7_pro-10400.php;N/A;N/A;65W wired, 50% in 12 min, 100% in 34 min;4500 mAh;Water-repellent coating;Glass front (Gorilla Glass 3+), plastic frame, plastic back;160.9 x 74.3 x 8.7 mm (6.33 x 2.93 x 0.34 in);Nano-SIM + Nano-SIM;182 g (6.42 oz);5.1, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, BDS, NavIC;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3+;1080 x 2400 pixels, 20:9 ratio (~411 ppi density);6.4 inches, 98.9 cm2 (~82.7% screen-to-body ratio);Super AMOLED;N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2020, September 03;Available. Released 2020, September 14;N/A;LED flash, HDR, panorama;"64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF
8 MP, f/2.3, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS;UFS 2.1;microSDXC (dedicated slot);128GB 6GB RAM, 128GB 8GB RAM;Mirror Blue, Mirror Silver;RMX2170;About 190 EUR;0.73 W/kg (head)     0.52 W/kg (body);N/A;1, 3, 5, 8, 38, 40, 41 - Asia;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - International;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;Endurance rating 113h;Photo / Video;585 nits max brightness (measured);-24.8 LUFS (Very good);"AnTuTu: 278414(v8)
GeekBench: 1811 (v5.1)
GFXBench: 14fps (ES 3.1 onscreen)";Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver);Qualcomm SM7125 Snapdragon 720G (8 nm);Adreno 618;Android 10, upgradable to Android 12, Realme UI 3.0;HDR, panorama;"32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm";1080p@30/120fps, gyro-EIS;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers
48;Realme;Realme C51;https://www.gsmarena.com/realme_c51-12527.php;N/A;N/A;33W wired, 0-50% in 28 min;5000 mAh;N/A;Glass front, plastic frame, plastic back;167.2 x 76.7 x 8 mm (6.58 x 3.02 x 0.31 in);Nano-SIM + Nano-SIM;186 g (6.56 oz);5.0, A2DP, LE;N/A;Yes, 360˚ (market/region dependent);GPS, GLONASS, GALILEO;Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.74 inches, 109.7 cm2 (~85.5% screen-to-body ratio);IPS LCD, 90Hz, 560 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2023, July 24;Available. Released 2023, August;N/A;LED flash, HDR, panorama;N/A;"50 MP, f/1.8, 27mm (wide), 1/2.76"", 0.64µm, PDAF
0.08 MP, f/3.0 ,(auxiliary lens)";N/A;1080p@30fps;еMMC 5.1;microSDXC (dedicated slot);64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 256GB 6GB RAM;Mint Green, Carbon Black;RMX3830;$ 409.00 / € 94.99 / ₹ 8,799;1.18 W/kg (head)     0.78 W/kg (body);N/A;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Asia;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41 - Africa, India;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T612 (12 nm);Mali-G57;Android 13, Realme UI T;HDR;"5 MP, f/2.2, 28mm (wide), 1/5.0"", 1.12µm";720p@30fps;N/A;Yes;Yes
49;Realme;Realme 13;https://www.gsmarena.com/realme_13-13289.php;N/A;N/A;45W wired, 50% in 30 min;5000 mAh;IP64 dust tight and water resistant (water splashes);N/A;165.6 x 76.1 x 7.8 mm (6.52 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;190 g (6.70 oz);5.3, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2400 pixels, 20:9 ratio (~392 ppi density);6.72 inches, 109.0 cm2 (~86.5% screen-to-body ratio);IPS LCD, 120Hz, 580 nits (typ);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2024, August 29;Available. Released 2024, September 06;"50 MP, f/1.8, 26mm (wide), PDAF, OIS
other unspecified camera";LED flash, HDR, panorama;N/A;N/A;N/A;1440p@30fps, 1080p@30/60fps, gyro-EIS, OIS;N/A;microSDXC (uses shared SIM slot);128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Speed Green, Dark Purple;RMX3951;₹ 14,749;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 14, Realme UI 5.0;N/A;"16 MP, f/2.5, 24mm (wide), 1/3.0""";1080p@30fps;N/A;Yes;Yes, with stereo speakers
50;Realme;Realme P3 Pro;https://www.gsmarena.com/realme_p3_pro-13667.php;N/A;N/A;"80W wired, 50% in 24 min
Bypass charging";Si/C Li-Ion 6000 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, aluminum alloy frame, plastic back or silicone polymer back (eco leather);163.5 x 77.3 x 8 mm or 8.3 mm;Nano-SIM + Nano-SIM;190 g or 192 g (6.70 oz);5.2, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1272 x 2800 pixels (~450 ppi density);6.83 inches, 113.3 cm2 (~89.7% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 600 nits (typ), 1200 nits (HBM), 1500 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, February 18;Available. Released 2025, February 25;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
2 MP, f/2.4, (depth)";Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;N/A;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Nebula Glow, Saturn Brown, Galaxy Purple;N/A;₹ 20,499;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 40, 41;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x2.5 GHz Cortex-A720 & 3x2.4 GHz Cortex-A720 & 4x1.8 GHz Cortex-A520);Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm);Adreno 810;Android 15, Realme UI 6.0;Panorama;"16 MP, f/2.4, 24mm (wide), 1/3.09"", 1.0µm";1080p@30fps, gyro-EIS;N/A;No;Yes, with stereo speakers
