No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Camera_;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_EDGE;Network_GPRS;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Dual;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
34;Poco;Xiaomi Poco M6 4G;https://www.gsmarena.com/xiaomi_poco_m6_4g-13131.php;N/A;N/A;33W wired;5030 mAh;N/A;Glass front, plastic frame;168.6 x 76.3 x 8.3 mm (6.64 x 3.00 x 0.33 in);Nano-SIM + Nano-SIM;205 g (7.23 oz);N/A;5.4, A2DP, LE, aptX;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C;Wi-Fi 802.11 a/b/g/n/ac, dual-band;Unspecified;1080 x 2460 pixels (~396 ppi density);6.79 inches, 109.5 cm2 (~85.1% screen-to-body ratio);IPS LCD, 90Hz, 550 nits (HBM);N/A;N/A;N/A;N/A;Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, compass;2024, June 10;Available. Released 2024, June 13;"108 MP, f/1.8, (wide), 1/1.67"", 0.64µm, PDAF
2 MP, f/2.4, (macro)";LED flash, HDR;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (uses shared SIM slot);128GB 6GB RAM, 256GB 8GB RAM;Black, Silver, Purple;2404APC5FG;$ 99.40 / € 124.03 / £ 122.52;1.09 W/kg (head)     1.01 W/kg (body);0.98 W/kg (head)     1.00 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41, 66;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek Helio G91 Ultra (12 nm);Mali-G52 MC2;Android 14, HyperOS;N/A;HDR;13 MP, f/2.5, (wide);1080p@30fps;N/A;Yes;Yes
35;Poco;Xiaomi Poco X4 NFC;https://www.gsmarena.com/xiaomi_poco_x4_nfc-11242.php;N/A;N/A;67W wired, PD3.0, QC3, 100% in 43 min;Li-Po 5160 mAh;N/A;Glass front (Gorilla Glass 5), glass back;163.7 x 76.2 x 8.3 mm (6.44 x 3.00 x 0.33 in);Nano-SIM + Nano-SIM;207 g (7.30 oz);N/A;5.2, A2DP, LE;Yes;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~86.1% screen-to-body ratio);Super AMOLED, 120Hz, HDR10, 700 nits, 1200 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Not announced yet;Cancelled;N/A;LED flash, HDR, panorama;N/A;N/A;"108 MP, f/1.9, 26mm (wide), 1/1.52"", 0.7µm, PDAF
8 MP, 120˚ (ultrawide)
2 MP, f/2.4, 50mm (telephoto macro)";4K@30fps, 1080p@30/60/120fps, 720p@960fps;UFS 2.2;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Mysterious Black, Forest Green, Timeless Purple, Milky Way Blue;N/A;N/A;N/A;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1900 / 2100;LTE;SA/NSA;N/A;N/A;HSPA, LTE (CA), 5G;GSM / HSPA / EVDO / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 920 (6 nm);Mali-G68 MC4;Android 11, MIUI 12.5;N/A;N/A;"16 MP, f/2.5, (wide), 1/3.06"" 1.0µm";1080p@30/60fps;"24-bit/192kHz audio
Tuned by JBL";Yes;Yes, with stereo speakers
36;Poco;Xiaomi Poco F7 Pro;https://www.gsmarena.com/xiaomi_poco_f7_pro-13724.php;N/A;N/A;90W wired, PD3.0, QC3+, 100% in 37 min;Li-Po 6000 mAh;IP68 dust tight and water resistant (immersible up to 2.5m for 30 min);Glass front (Gorilla Glass 7i), glass back, aluminum frame;160.3 x 75 x 8.1 mm (6.31 x 2.95 x 0.32 in);Nano-SIM + Nano-SIM;206 g (7.27 oz);N/A;5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless, LHDC 5;Yes;Yes;GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;Corning Gorilla Glass 7i, Mohs level 5;1440 x 3200 pixels, 20:9 ratio (~526 ppi density);6.67 inches, 107.4 cm2 (~89.3% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 3840Hz PWM, Dolby Vision, HDR10+, 1800 nits (HBM), 3200 nits (peak);70:08h endurance, 1000 cycles;Class A;Class C (90 falls);Class C;N/A;Fingerprint (under display, ultrasonic), accelerometer, proximity, gyro, compass;2025, March 27;Available. Released 2025, March 27;"50 MP, f/1.6, 24mm (wide), 1/1.55"", 1.0µm, dual pixel PDAF, OIS
8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm";Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;N/A;8K@24fps, 4K@24/30/60fps, 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS;UFS 4.1;No;256GB 12GB RAM, 512GB 12GB RAM;Black, Blue, Silver;24117RK2CG;$ 579.99 / € 429.00 / £ 378.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 13:51h;N/A;N/A;1478 nits max brightness (measured);-25.2 LUFS (Very good);"AnTuTu: 2065265 (v10)
GeekBench: 6661 (v6)
3DMark: 4921 (Wild Life Extreme)";Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520);Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);Adreno 750;Android 15, HyperOS 2;N/A;HDR;20 MP, (wide);1080p@30/60fps, gyro-EIS;"24-bit/192kHz Hi-Res & Hi-Res Wireless audio
Snapdragon Sound";No;Yes, with stereo speakers
37;Poco;Xiaomi Poco M7 4G;https://www.gsmarena.com/xiaomi_poco_m7-14071.php;N/A;N/A;"33W wired
18W reverse wired";Si/C Li-Ion 7000 mAh;IP64 dust tight and water resistant (water splashes);N/A;171.1 x 80.5 x 8.6 mm (6.74 x 3.17 x 0.34 in);Nano-SIM + Nano-SIM;224 g (7.90 oz);N/A;5.0, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;1080 x 2340 pixels, 19.5:9 ratio (~374 ppi density);6.9 inches, 116.9 cm2 (~84.9% screen-to-body ratio);IPS LCD, 144Hz, 700 nits (typ), 850 nits (HBM);N/A;N/A;N/A;N/A;Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, compass;2025, August 13;Available. Released 2025, August 13;"50 MP, f/1.8, (wide), PDAF
Auxiliary lens";LED flash, HDR;N/A;N/A;N/A;1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Chrome Silver, Aqua Blue, Carbon Black;N/A;About 100 EUR;0.86 W/kg (head)     0.81 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 66;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53);Qualcomm SM6225 Snapdragon 685 (6 nm);Adreno 610;Android 15, HyperOS 2;N/A;HDR;8 MP, f/2.0, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes
38;Poco;Xiaomi Poco X7;https://www.gsmarena.com/xiaomi_poco_x7-13604.php;N/A;N/A;45W wired, 100% in 52 min;5110 mAh (Global)5500 mAh (India only);"IP68 dust tight and water resistant (immersible up to 1.5m for 30 min)
IP69 (market/region dependent)";Glass front (Gorilla Glass Victus 2), plastic back or silicone polymer back (eco leather);162.3 x 74.4 x 8.4 mm or 8.6 mm;Nano-SIM + Nano-SIM + eSIM (max 2 at a time)Nano-SIM + Nano-SIM;185.5 g or 190 g (6.70 oz);N/A;5.4, A2DP, LE, LHDC;Yes;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;Corning Gorilla Glass Victus 2, Mohs level 5;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~88.9% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 1920Hz PWM, HDR10+, Dolby Vision, 1200 nits (HBM), 3000 nits (peak);40:51h endurance, 1000 cycles;Class C;Class B (180 falls);Class C;N/A;Fingerprint (under display, optical), accelerometer, gyro, compass, proximity;2025, January 09;Available. Released 2025, January 09;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.5, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
8 MP, f/2.2,  15mm, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@24/30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 2.2;No;128GB 8GB RAM, 256GB 8GB RAM, 512GB 12GB RAM;Black, Green, Silver;24095PCADG;$ 289.50 / € 219.90 / £ 179.00 / ₹ 16,999;1.09 W/kg (head)     1.06 W/kg (body);0.99 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 28, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA/Sub6;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 11:07h;N/A;N/A;1111 nits max brightness (measured);-26.8 LUFS (Good);"AnTuTu: 677093 (v10)
GeekBench: 2846 (v6)
3DMark: 846 (Wild Life Extreme)";Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 Ultra (4 nm);Mali-G615 MC2;Android 14, HyperOS;N/A;N/A;"20 MP, f/2.2, 25mm (wide), 1/4.0"", 0.7µm";1080p@30/60fps;N/A;No;Yes, with dual speakers
39;Poco;Xiaomi Poco X4 Pro 5G;https://www.gsmarena.com/xiaomi_poco_x4_pro_5g-11371.php;N/A;N/A;67W wired, PD3.0, QC3, 70% in 22 min, 100% in 41 min;Li-Po 5000 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front (Gorilla Glass 5), glass back, plastic frame;164.2 x 76.1 x 8.1 mm (6.46 x 3.00 x 0.32 in);Nano-SIM + Nano-SIM;205 g (7.23 oz);N/A;5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~86.0% screen-to-body ratio);Super AMOLED, 120Hz, 700 nits, 1200 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2022, February 28;Available. Released 2022, March 23;N/A;LED flash, HDR, panorama;N/A;N/A;"108 MP, f/1.9, 26mm (wide), 1/1.52"", 0.7µm, PDAF - Global version
64 MP, f/1.8, 26mm (wide), 0.7µm, PDAF - India version
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM;Laser Black, Laser Blue, Poco Yellow;2201116PG;$ 419.99 / € 125.69 / £ 286.00 / ₹ 12,680;1.06 W/kg (head)     1.09 W/kg (body);0.60 W/kg (head)     0.96 W/kg (body);1, 3, 5, 8, 28, 40, 78 SA/NSA - India;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - Global;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 40, 41 - Global;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA - Global;N/A;N/A;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 119h;Photo / Video;Contrast ratio: Infinite (nominal);-26.8 LUFS (Good);"AnTuTu: 335353 (v8), 384646 (v9)
GeekBench: 2063 (v5.1)
GFXBench: 17fps (ES 3.1 onscreen)";Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver);Qualcomm SM6375 Snapdragon 695 5G (6 nm);Adreno 619;Android 11, MIUI 13 for POCO;N/A;HDR, panorama;"16 MP, f/2.5, (wide), 1/3.06"" 1.0µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers
40;Poco;Xiaomi Poco F7 Ultra;https://www.gsmarena.com/xiaomi_poco_f7_ultra-13723.php;N/A;N/A;"120W wired, PD3.0, QC3+, 100% in 34 min
50W wireless";5300 mAh;IP68 dust tight and water resistant (immersible up to 2.5m for 30 min);Glass front (Shield Glass), glass back, aluminum frame;160.3 x 75 x 8.4 mm (6.31 x 2.95 x 0.33 in);Nano-SIM + Nano-SIM;212 g (7.48 oz);N/A;6.0, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless, LHDC 5;Yes;Yes;GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, dual-band, Wi-Fi Direct;Poco Shield Glass, Mohs level 5;1440 x 3200 pixels, 20:9 ratio (~526 ppi density);6.67 inches, 107.4 cm2 (~89.3% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 3840Hz PWM, Dolby Vision, HDR10+, 1800 nits (HBM), 3200 nits (peak);62:53h endurance, 1000 cycles;Class A;Class D (45 falls);Class C;N/A;Fingerprint (under display, ultrasonic), accelerometer, proximity, gyro, compass;2025, March 27;Available. Released 2025, March 27;N/A;Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.6, 24mm (wide), 1/1.55"", 1.0µm, multi-directional PDAF, OIS
50 MP, f/2.0, 60mm (telephoto), 1/2.76"", 0.64µm, multi-directional PDAF (10cm - ∞), OIS, 2.5x optical zoom
32 MP, f/2.2, 15mm, 120˚ (ultrawide), 1/3.42"", 0.64µm";8K@24fps, 4K@24/30/60fps, 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS;UFS 4.1;No;256GB 12GB RAM, 512GB 16GB RAM;Black, Yellow;24122RKC7G;$ 769.00 / € 524.99 / £ 541.99;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 13:32h;N/A;N/A;1506 nits max brightness (measured);-24.7 LUFS (Very good);"AnTuTu: 2580520 (v10)
GeekBench: 8887 (v6)
3DMark: 6204 (Wild Life Extreme)";Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M);Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);Adreno 830;Android 15, HyperOS 2;N/A;HDR;"32 MP, f/2.0, 24mm, (wide), 1/3.42"", 0.64µm";1080p@30/60fps, gyro-EIS;"24-bit/192kHz Hi-Res & Hi-Res Wireless audio
Snapdragon Sound";No;Yes, with stereo speakers
41;Poco;Xiaomi Poco C75;https://www.gsmarena.com/xiaomi_poco_c75-13435.php;N/A;N/A;18W wired, PD;5160 mAh;N/A;N/A;171.9 x 77.8 x 8.2 mm (6.77 x 3.06 x 0.32 in);Nano-SIM + Nano-SIM;204 g (7.20 oz);N/A;5.4, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;720 x 1640 pixels (~260 ppi density);6.88 inches, 112.4 cm2 (~84.0% screen-to-body ratio);IPS LCD, 120Hz, 450 nits (typ), 600 nits (HBM);N/A;N/A;N/A;N/A;Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, compass;2024, October 26;Available. Released 2024, November 05;N/A;LED flash, HDR;N/A;"50 MP, f/1.8, 28mm (wide), PDAF
Auxiliary lens";N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);128GB 6GB RAM, 256GB 8GB RAM;Black, Green, Gold;2410FPCC5G;$ 137.00 / € 97.89 / £ 94.99;1.03 W/kg (head)     1.08 W/kg (body);0.98 W/kg (head)     0.98 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41, 66;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek Helio G81 Ultra (12 nm);Mali-G52 MC2;Android 14, HyperOS;N/A;HDR;13 MP, f/2.0, (wide);1080p@30fps;N/A;Yes;Yes
42;Poco;Xiaomi Poco X5 Pro;https://www.gsmarena.com/xiaomi_poco_x5_pro-12094.php;N/A;N/A;"67W wired, PD3.0, QC4, 100% in 45 min
5W reverse wired";Li-Po 5000 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front (Gorilla Glass 5), plastic back, plastic frame;162.9 x 76 x 7.9 mm (6.41 x 2.99 x 0.31 in);Nano-SIM + Nano-SIM;181 g (6.38 oz);N/A;5.2 (Intl), 5.1 (India), A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi DirectWi-Fi 802.11 a/b/g/n/ac, dual-band - India;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~86.8% screen-to-body ratio);AMOLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 500 nits (typ), 900 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2023, February 06;Available. Released 2023, February 07;N/A;LED flash, HDR, panorama;N/A;N/A;"108 MP, f/1.9, (wide), 1/1.52"", 0.7µm, PDAF
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60/120fps, gyro-EIS;UFS 2.2;No;128GB 6GB RAM, 256GB 8GB RAM;Astral Black, Horizon Blue, Poco Yellow;22101320G, 22101320I;$ 233.99 / € 169.00 / ₹ 24,999;N/A;N/A;1, 3, 5, 8, 28, 40, 78 SA/NSA - India;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA/Sub6 - International;N/A;N/A;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 113h;Photo / Video;912 nits max brightness (measured);-24.9 LUFS (Very good);"AnTuTu: 531398 (v9)
GeekBench: 2930 (v5.1)
GFXBench: 28fps (ES 3.1 onscreen)";Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55);Qualcomm SM7325 Snapdragon 778G 5G (6 nm);Adreno 642L;Android 12, upgradable to Android 13, MIUI 14 for POCO;N/A;HDR, panorama;"16 MP, f/2.4, (wide), 1/3.06"" 1.0µm";1080p@30/60fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers
43;Poco;Xiaomi Poco F3;https://www.gsmarena.com/xiaomi_poco_f3-10758.php;N/A;N/A;33W wired, PD3.0, QC3, 100% in 52 min;Li-Po 4520 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame;163.7 x 76.4 x 7.8 mm (6.44 x 3.01 x 0.31 in);Nano-SIM + Nano-SIM;196 g (6.91 oz);N/A;5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS (L1+L5), GLONASS (G1), BDS (B1I+B2a), GALILEO (E1+E5a), NavIC;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~85.9% screen-to-body ratio);AMOLED, 120Hz, HDR10+, 1300 nits (peak);N/A;N/A;N/A;N/A;Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, gyro, compass;2021, March 22;Available. Released 2021, March 27;N/A;Color spectrum sensor, LED flash, HDR, panorama;N/A;N/A;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide)
5 MP, f/2.4, 50mm (macro), 1/5.0"", 1.12µm, AF";4K@30fps, 1080p@30/60/120/240/960fps, gyro-EIS;UFS 3.1;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Arctic White, Night Black, Deep Ocean Blue, Moonlight Silver;M2012K11AG;€ 197.16 / £ 210.53;1.06 W/kg (head)     0.72 W/kg (body);0.60 W/kg (head)     0.84 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 41, 77, 78 SA/NSA;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 114h;Photo / Video;Contrast ratio: Infinite (nominal);-24.5 LUFS (Very good);"AnTuTu: 631850 (v8), 697216 (v9)
GeekBench: 3206 (v5.1)
GFXBench: 48fps (ES 3.1 onscreen)";Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585);Qualcomm SM8250-AC Snapdragon 870 5G (7 nm);Adreno 650;Android 11, upgradable to Android 13, HyperOS;N/A;HDR;"20 MP, f/2.5, (wide), 1/3.4"", 0.8µm";1080p@30/60fps, 720p@120fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
44;Poco;Xiaomi Poco M5;https://www.gsmarena.com/xiaomi_poco_m5-11850.php;N/A;N/A;18W wired;Li-Po 5000 mAh;N/A;Glass front (Gorilla Glass 3), plastic frame, plastic back;164 x 76.1 x 8.9 mm (6.46 x 3.00 x 0.35 in);Nano-SIM + Nano-SIM;201 g (7.09 oz);N/A;5.3, A2DP, LE;Yes;Yes;GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Corning Gorilla Glass 3;1080 x 2408 pixels, 20:9 ratio (~401 ppi density);6.58 inches, 104.3 cm2 (~83.6% screen-to-body ratio);IPS LCD, 90Hz, 500 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2022, September 05;Available. Released 2022, September 13;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30fps;UFS 2.2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Black, Green, Yellow;22071219CG;About 100 EUR;1.04 W/kg (head)     0.83 W/kg (body);0.52 W/kg (head)     0.83 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;N/A;N/A;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;Endurance rating 121h;Photo / Video;1363:1 contrast ratio, 448 nits max brightness (measured);-27.6 LUFS (Good);"AnTuTu: 386311 (v9)
GeekBench: 1896 (v5.1)
GFXBench: 12fps (ES 3.1 onscreen)";Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Helio G99 (6 nm);Mali-G57 MC2;Android 12, upgradable to Android 14, HyperOS;N/A;N/A;"5 MP, f/2.2, (wide), 1/5.0"", 1.12µm";1080p@30fps;N/A;Yes;Yes
