No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
34;Vivo;vivo V30;https://www.gsmarena.com/vivo_v30-12818.php;N/A;N/A;"80W wired, PD, 100% in 48 min
Reverse wired";Li-Ion 5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front, plastic frame, glass back;164.4 x 75.1 x 7.5 mm (6.47 x 2.96 x 0.30 in);Nano-SIMNano-SIM + Nano-SIM;186 g (6.56 oz);5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless;N/A;Yes (market/region dependent);GPS, GALILEO, GLONASS, QZSS, BDS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Schott Alpha;1260 x 2800 pixels, 20:9 ratio (~453 ppi density);6.78 inches, 111.0 cm2 (~89.9% screen-to-body ratio);AMOLED, 1B colors, HDR10+, 120Hz, 1200 nits (HBM), 2800 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, February 04;Available. Released 2024, March 04;N/A;Ring-LED flash, panorama, HDR;N/A;N/A;"50 MP, f/1.9, 23mm (wide), 1/1.55"", 1.0µm, PDAF, OIS
50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF
2 MP, f/2.4 (market/region dependent)";4K@30fps, 1080p@30fps, gyro-EIS;UFS 2.2;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Bloom White, Waving Aqua, Lush Green, Noble Black;V2318;₹ 29,990;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 40, 41, 66;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Active use score 15:01h;N/A;N/A;1253 nits max brightness (measured);-26.9 LUFS (Good);"AnTuTu: 655526 (v9), 831644 (v10)

GeekBench: 2848 (v5), 3181 (v6)
3DMark: 1483 (Wild Life Extreme)";Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510);Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm);Adreno 720;Android 14, up to 2 major Android upgrades, Funtouch 14;Dual-LED flash, HDR;"50 MP, f/2.0, 21mm (wide), 1/2.76"", 0.64µm, AF";4K@30fps, 1080p@30fps;"24-bit/192kHz Hi-Res audio (market/region dependent)
Snapdragon Sound (market/region dependent)";No;Yes
35;Vivo;vivo V30 Pro;https://www.gsmarena.com/vivo_v30_pro-12829.php;N/A;N/A;"80W wired, PD, 100% in 43 min
Reverse wired";Li-Ion 5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front (Schott α), glass back, plastic frame;164.4 x 75.1 x 7.5 mm (6.47 x 2.96 x 0.30 in);Nano-SIM + Nano-SIM;188 g (6.63 oz);5.3, A2DP, LE, aptX HD;N/A;Yes;GPS (L1+L5), GLONASS, BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Schott α glass;1260 x 2800 pixels, 20:9 ratio (~453 ppi density);6.78 inches, 111.0 cm2 (~89.9% screen-to-body ratio);AMOLED, 1B colors, HDR10+, 120Hz, 2800 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, proximity, gyro, compass;2024, February 28;Available. Released 2024, March 07;N/A;Zeiss optics, Zeiss T* lens coating, Ring-LED flash, panorama, HDR;N/A;N/A;"50 MP, f/1.9, 23mm (wide), 1/1.49"", 1.0µm, PDAF, OIS
50 MP, f/1.9, 50mm (telephoto), 1/2.51"", 0.64µm, PDAF, 2x optical zoom
50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF";4K@30fps, 1080p@30fps;UFS 3.1;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Bloom White, Waving Aqua, Lush Green, Noble Black;V2319;About 450 EUR;N/A;N/A;CDMA 800;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / CDMA / HSPA / LTE / 5G;Active use score 13:25h;N/A;N/A;1197 nits max brightness (measured);-27.5 LUFS (Good);"AnTuTu: 841083 (v9), 972568 (v10)

GeekBench: 3982 (v5), 3575 (v6)
3DMark: 1815 (Wild Life Extreme)";Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 8200 (4 nm);Mali-G610 MC6;Android 14, up to 2 major Android upgrades, Funtouch 14;Dual-LED flash, HDR;"50 MP, f/2.0, 20mm (wide), 1/2.76"", 0.64µm, AF";4K@30fps, 1080p@30fps;N/A;No;Yes
36;Vivo;vivo Y29 4G;https://www.gsmarena.com/vivo_y29_4g-13670.php;N/A;N/A;"44W wired, 50% in 41 min, 100% in 92 min
Reverse wired";Li-Ion 6500 mAh;"IP64 dust tight and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, plastic back, plastic frame;165.7 x 76.3 x 8.2 mm (6.52 x 3.00 x 0.32 in);Nano-SIM + Nano-SIM;204 g or 208 g (7.20 oz);5.0, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Schott Glass;720 x 1608 pixels, 20:9 ratio (~264 ppi density);6.68 inches, 107.4 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, 1000 nits (HBM);N/A;N/A;N/A;N/A;Circle to Search;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, February 19;Available. Released 2025, February 24;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";Ring-LED flash, panorama;N/A;N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Noble Brown, Elegant White;V2434;About 160 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53);Qualcomm SM6225 Snapdragon 685 (6 nm);Adreno 610;Android 15, Funtouch 15;N/A;8 MP, f/2.0, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
37;Vivo;vivo V50 Lite;https://www.gsmarena.com/vivo_v50_lite-13745.php;N/A;N/A;"90W wired, 50% in 23 min, 100% in 52 min
6W reverse wired";Si/C Li-Ion 6500 mAh;"IP65 dust tight and water resistant (low pressure water jets)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, plastic back, plastic frame;163.8 x 76.3 x 7.8 mm (6.45 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;197 g (6.95 oz);5.4, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Mohs level 4;1080 x 2392 pixels (~388 ppi density);6.77 inches, 110.9 cm2 (~88.7% screen-to-body ratio);AMOLED, 120Hz, 1300 nits (HBM), 1800 nits (peak);61:19h endurance, 1000 cycles;Class B;Class A (270 falls);Class C;Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, March 20;Available. Released 2025, March 25;"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF
8 MP, f/2.2, 120˚ (ultrawide)";Ring-LED flash, panorama, HDR;N/A;N/A;N/A;Yes;UFS 2.2;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Phantom Black, Titanium Gold, Fantasy Purple, Silk Green;V2440;$ 455.82 / € 278.15;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 38, 39, 40, 41;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, Funtouch 15;N/A;32 MP, f/2.5, (wide);1080p@30fps;N/A;No;Yes, with stereo speakers
38;Vivo;vivo T4 Pro;https://www.gsmarena.com/vivo_t4_pro_5g-14095.php;N/A;N/A;"90W wired, PD
7.5W reverse wired
Bypass charging";Si/C Li-Ion 6500 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
Manufacturer-rated water-resistant (up to 120 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, plastic frame, plastic back;163.5 x 77 x 7.5 mm (6.44 x 3.03 x 0.30 in);Nano-SIM + Nano-SIM;192 g (6.77 oz);5.4, A2DP, LE;Yes;No;GPS, GALILEO, GLONASS, QZSS, BDS, NavIC;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Diamond Shield Glass;1080 x 2392 pixels (~388 ppi density);6.77 inches, 110.9 cm2 (~88.1% screen-to-body ratio);AMOLED, 1B colors, HDR10+, 120Hz, 1500 nits (HBM), 5000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, August 26;Available. Released 2025, August 26;N/A;Ring-LED flash, panorama, HDR;N/A;N/A;"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
50 MP, f/2.7, 73mm (periscope telephoto), 1/1.95"", 0.8µm, PDAF, OIS, 3x optical zoom
2 MP, f/2.4, (depth)";4K@30fps, 1080p@30fps, gyro-EIS, OIS;UFS 2.2;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Nitro Blue, Blaze Gold;V2510;₹ 26,990;0.99 W/kg (head)     0.93 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41, 42, 66;1, 3, 5, 8, 28, 38, 40, 41, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x2.8 GHz Cortex-720 & 4x2.4 GHz Cortex-720 & 3x1.8 GHz Cortex-520);Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm);Adreno 722;Android 15, up to 4 major Android upgrades, Funtouch 15;N/A;32 MP, f/2.5, 30mm (wide);4K@30fps, 1080p@30fps;N/A;No;Yes, with stereo speakers
39;Vivo;vivo X100 Pro;https://www.gsmarena.com/vivo_x100_pro-12694.php;N/A;N/A;"100W wired, 50% in 14 min
50W wireless
Reverse wired";Li-Ion 5400 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, aluminum frame, glass back;164.1 x 75.3 x 8.9 mm or 9.1 mm;Nano-SIM + eSIMNano-SIM + Nano-SIM;221 g or 225 g (7.80 oz);5.4, A2DP, LE, aptX HD, LHDC;Yes;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC (L5);No;USB Type-C 3.2, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, tri-band, Wi-Fi Direct;N/A;N/A;1260 x 2800 pixels, 20:9 ratio (~452 ppi density);6.78 inches, 111.5 cm2 (~90.2% screen-to-body ratio);LTPO AMOLED, 1B colors, 120Hz, HDR10+, 3000 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2023, November 13;Available. Released 2023, November 21;N/A;Laser AF, color spectrum sensor, Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR, 3D LUT import;N/A;N/A;"50 MP, f/1.8, 23mm (wide), 1/0.98"", 1.6µm, dual pixel PDAF, OIS
50 MP, f/2.5, 100mm (periscope telephoto), 1/2.51"", 0.7µm, PDAF (18cm - ∞), OIS, 4.3x optical zoom
50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF";8K@30fps, 4K@30/60fps, 1080p, gyro-EIS;UFS 4.0;No;256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Startrail Blue, Asteroid Black, Sunset Orange, White;V2324A, V2309;₹ 63,999;N/A;0.99 W/kg (head)     1.19 W/kg (body);1, 3, 5, 8, 28, 38, 40, 41, 77, 78, 79 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 42, 66 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 75, 77, 78, 79 SA/NSA - International;HSPA, LTE, 5G;GSM / CDMA / HSPA / LTE / 5G;Active use score 13:53h;N/A;Photo / Video;1472 nits max brightness (measured);-24.6 LUFS (Very good);"AnTuTu: 2104997 (v10)
GeekBench: 7343 (v6)
GFXBench: 107fps (ES 3.1 onscreen)";Octa-core (1x3.25 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720);Mediatek Dimensity 9300 (4 nm);Immortalis-G720 MC12;Android 14, upgradable to Android 15, Funtouch 15 (International), OriginOS 4 (China);HDR;32 MP, f/2.0, 20mm (ultrawide);4K@30/60fps, 1080p@30/60fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
40;Vivo;vivo V50e;https://www.gsmarena.com/vivo_v50e_5g-13768.php;N/A;N/A;"90W wired
Reverse wired";Li-Ion 5600 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";Glass front, plastic back;163.3 x 76.7 x 7.4 mm or 7.6 mm;Nano-SIM + Nano-SIM;186 g (6.56 oz);Yes;N/A;No;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0, OTG;Yes;N/A;Diamond Shield Glass;1080 x 2392 pixels (~388 ppi density);6.77 inches, 110.9 cm2 (~88.5% screen-to-body ratio);AMOLED, 1B colors, 120Hz, HDR10+, 1800 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, April 10;Available. Released 2025, April 17;"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 116˚ (ultrawide)";Ring-LED flash, panorama, HDR;N/A;N/A;N/A;4K, 1080p, HDR, gyro-EIS, OIS;UFS 2.2;No;128GB 8GB RAM, 256GB 8GB RAM;Sapphire Blue, Pearl White;V2428;€ 339.00 / ₹ 26,999;0.99 W/kg (head)     0.87 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 8, 18, 19, 26, 28, 38, 40, 41, 42;1, 3, 5, 8, 26, 28, 40, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 (4 nm);Mali-G615 MC2;Android 15, Funtouch 15;N/A;"50 MP, f/2.0, 22mm (wide), 1/2.76"", 0.64µm, AF";4K, 1080p;N/A;No;Yes, with stereo speakers
41;Vivo;vivo T4R;https://www.gsmarena.com/vivo_t4r_5g-14035.php;N/A;N/A;"44W wired
Reverse wired
Bypass charging";Li-Ion 5700 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;163.3 x 76.7 x 7.4 mm (6.43 x 3.02 x 0.29 in);Nano-SIM + Nano-SIM;183.5 g (6.49 oz);5.4, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Diamond Shield Glass;1080 x 2392 pixels (~388 ppi density);6.77 inches, 110.9 cm2 (~88.5% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 2160Hz PWM, HDR10+, 1300 nits (HBM), 1800 nits (peak);N/A;N/A;N/A;N/A;Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, July 31;Available. Released 2025, August 05;"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF, OIS
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60fps, gyro-EIS;UFS 2.2;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Arctic White, Twilight Blue;N/A;₹ 21,074;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 2100;1, 3, 5, 8, 19, 28, 38, 40, 41, 42;1, 3, 5, 8, 28, 40, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7400 (4 nm);Mali-G615 MC2;Android 15, up to 2 major Android upgrades, Funtouch 15;N/A;32 MP, f/2.5, (wide);4K@30fps, 1080p@30/60fps;N/A;No;Yes, with stereo speakers
42;Vivo;vivo Y39;https://www.gsmarena.com/vivo_y39_5g-13763.php;N/A;N/A;"44W wired, 74% in 60 min
Reverse wired";Si/C Li-Ion 6500 mAh;"IP64 dust tight and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, plastic frame, plastic back;165.7 x 76.3 x 8.3 mm (6.52 x 3.00 x 0.33 in);Nano-SIM + Nano-SIM;205 g (7.23 oz);5.0, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Schott Glass;720 x 1608 pixels, 20:9 ratio (~264 ppi density);6.68 inches, 107.4 cm2 (~84.9% screen-to-body ratio);IPS LCD, 120Hz, 1000 nits (HBM);N/A;N/A;N/A;N/A;Circle to Search (8GB RAM version only);Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2025, March 27;Available. Released 2025, March 27;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;1080p@30fps;UFS 2.2;No;128GB 8GB RAM, 256GB 8GB RAM;Lotus Purple, Ocean Blue;V2443, V2436;₹ 16,999;0.99 W/kg (head)     0.98 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 38, 40, 41;1, 3, 5, 8, 28, 40, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55);Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm);Adreno 613;Android 15, Funtouch 15;N/A;8 MP, f/2.0, (wide);1080p@30fps;24-bit/192kHz Hi-Res audio;No;Yes, with stereo speakers
43;Vivo;vivo iQOO Z10x;https://www.gsmarena.com/vivo_iqoo_z10x_5g-13773.php;N/A;N/A;"44W wired
Reverse wired";Li-Ion 6500 mAh;"IP64 dust tight and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, plastic back, plastic frame;165.7 x 76.3 x 8.1 mm (6.52 x 3.00 x 0.32 in);Nano-SIM + Nano-SIM;204 g (7.20 oz);5.4, A2DP, LE;Yes;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;N/A;1080 x 2408 pixels, 20:9 ratio (~393 ppi density);6.72 inches, 108.8 cm2 (~86.0% screen-to-body ratio);IPS LCD, 120Hz, 960Hz PWM, 1050 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2025, April 11;Available. Released 2025, April 22;"50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (depth)";Ring-LED flash, panorama;N/A;N/A;N/A;4K, 1080p, gyro-EIS;UFS 3.1;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Ultramarine, Titanium, Ocean Blue;I2404;₹ 12,998;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 38, 40, 41;1, 3, 5, 8, 28, 40, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 (4 nm);Mali-G615 MC2;Android 15, up to 2 major Android upgrades, Funtouch 15;N/A;8 MP, (wide);1080p@30fps;N/A;No;Yes, with stereo speakers
44;Vivo;vivo Y19;https://www.gsmarena.com/vivo_y19_5g-13828.php;N/A;N/A;15W wired;Li-Ion 5500 mAh;"IP64 dust tight and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, plastic frame, plastic back;167.3 x 77 x 8.2 mm (6.59 x 3.03 x 0.32 in);Nano-SIM + Nano-SIM;199 g (7.02 oz);5.4, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS, QZSS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.74 inches, 109.7 cm2 (~85.1% screen-to-body ratio);IPS LCD, 90Hz, 570 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, May 01;Available. Released 2025, May 01;N/A;LED flash, panorama;N/A;"13 MP, f/2.2, (wide), PDAF
0.08 MP, f/3.0 (auxiliary lens)";N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Titanium Silver, Majestic Green;V2432;About 50 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 38, 40, 41;1, 3, 5, 8, 28, 40, 77, 78 SA/NSA;HSPA, LTE;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6300 (6 nm);Mali-G57 MC2;Android 15, Funtouch 15;N/A;5 MP, f/2.2, (wide);Yes;N/A;Yes;Yes
45;Vivo;vivo Y20;https://www.gsmarena.com/vivo_y20-10394.php;N/A;N/A;18W wired;5000 mAh;N/A;Glass front, plastic back, plastic frame;164.4 x 76.3 x 8.4 mm (6.47 x 3.00 x 0.33 in);Nano-SIM + Nano-SIM;192.3 g (6.77 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, BDS, GALILEO;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~270 ppi density);6.51 inches, 102.3 cm2 (~81.6% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2020, August 26;Available. Released 2020, August 28;N/A;LED flash, HDR;N/A;N/A;"13 MP, f/2.2, (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM;Obsidian Black, Dawn White, Purist Blue;V2029, V2029_PK;About 150 EUR;1.19 W/kg (head)     0.58 W/kg (body);N/A;1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x1.8 GHz Kryo 240 & 4x1.6 GHz Kryo 240);Qualcomm SM4250 Snapdragon 460 (11 nm);Adreno 610;Android 10, Funtouch 10.5;N/A;8 MP, f/1.8, (wide);1080p@30fps;N/A;Yes;Yes
